MAL_ID,Name,Score,Genres,Type,Episodes
2333,Anime Sanjuushi,7.1,"Adventure, Drama, Historical, Romance",TV,52
2334,Anime Sanjuushi: Aramis no Bouken,6.48,"Adventure, Historical, Romance",Movie,1
2335,Kenyuu Densetsu Yaiba,7.14,"Action, Comedy, Fantasy, Martial Arts, Shounen",TV,52
2336,Hikaru no Go: New Year Special,7.28,"Game, Comedy, Supernatural, Shounen",Special,1
2337,Tetsujin 28-gou (2004),7.33,"Sci-Fi, Adventure, Historical, Drama, Mecha, Shounen",TV,26
2341,Choujin Densetsu Urotsukidouji,6.05,"Action, Drama, Hentai",OVA,3
35110,Haikyuu!! Movie 3: Sainou to Sense,8.16,"Comedy, Drama, School, Shounen, Sports",Movie,1
35111,Haikyuu!! Movie 4: Concept no Tatakai,8.22,"Comedy, Drama, School, Shounen, Sports",Movie,1
35113,Africa no Salaryman,5.85,Comedy,ONA,10
2346,Koroshiya 1 The Animation: Episode 0,5.62,"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen",OVA,1
35114,Clione no Akari,5.39,"Drama, School",TV,12
35115,Warau Salesman Episode 0,5.94,"Psychological, Seinen, Supernatural",Special,1
2349,Bondage Game: Shinsou no Reijou-tachi,5.09,"Suspense, Hentai",OVA,2
35118,Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,6.59,"Comedy, Shounen",OVA,1
35120,Devilman: Crybaby,7.75,"Action, Dementia, Demons, Horror, Supernatural",ONA,10
2352,Daiakuji: The Xena Buster,6.6,Hentai,OVA,6
2354,Devilman: Tanjou-hen,7.16,"Demons, Horror, Sci-Fi, Supernatural",OVA,1
2355,Devilman: Yochou Sirene-hen,7.03,"Demons, Horror, Sci-Fi, Supernatural",OVA,1
35122,Shingeki no Kyotou,6.37,"Action, Fantasy, Shounen",Special,1
2356,Amon: Devilman Mokushiroku,6.48,"Demons, Horror, Psychological, Supernatural",OVA,1
2353,Daiakuji: The Xena Buster Specials,6.5,Hentai,Special,2
33033,Starmyu OVA,7.12,"Music, Slice of Life, School",OVA,2
2361,Sei Juushi Bismarck,7.26,"Action, Sci-Fi, Adventure, Space, Mecha",TV,51
2362,Run=Dim,4.7,"Action, Mecha, Sci-Fi",TV,13
2363,Pokemon Housoukyoku,6.88,"Adventure, Comedy, Kids, Fantasy",TV,16
33034,Kiniro Mosaic: Pretty Days,7.51,"Slice of Life, Comedy, School, Seinen",Movie,1
2364,Virus: Virus Buster Serge,5.46,"Action, Adventure, Mecha, Police, Sci-Fi",TV,12
35134,Koukyoushihen Eureka Seven Hi-Evolution 1,6.19,"Adventure, Drama, Mecha, Sci-Fi",Movie,1
2367,Moetan,6.39,"Comedy, Ecchi, Magic, School",TV,12
35136,Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,6.5,"Adventure, Drama, Sci-Fi",Movie,1
2369,Rental Magica,7.0,"Mystery, Supernatural, Fantasy",TV,24
33035,"Yuyushiki: Komarasetari, Komarasaretari",7.31,"Slice of Life, Comedy, School",OVA,1
2371,Hotaruko,6.1,Hentai,OVA,3
2372,Enbo,7.12,"Drama, Hentai",OVA,6
35135,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,6.62,"Adventure, Drama, Mecha, Sci-Fi",Movie,1
2365,Grandeek,5.46,"Adventure, Fantasy, Magic",OVA,1
35145,Kobayashi-san Chi no OO Dragon,7.24,"Slice of Life, Comedy, Fantasy",Special,7
2377,Kisaku,6.33,Hentai,OVA,6
473,Tide-Line Blue,6.58,"Action, Military, Adventure, Drama, Shounen",TV,12
2382,Firestorm,5.44,"Action, Military, Sci-Fi, Adventure, Mecha",TV,26
2383,Cybersix,7.19,"Action, Adventure, Romance, Sci-Fi",TV,13
2384,Yakusai Kochou,5.36,"Comedy, Supernatural, Ecchi",OVA,1
2385,One Piece: Jango no Dance Carnival,7.13,"Comedy, Fantasy, Shounen",Movie,1
2386,One Piece: Yume no Soccer Ou!,7.09,"Comedy, Fantasy, Shounen, Sports",Movie,1
2387,Ai Monogatari: 9 Love Stories,6.53,"Drama, Romance",OVA,1
2388,Tachiguishi Retsuden,5.34,Comedy,Movie,1
2389,Kagaku Ninja-tai Gatchaman,6.93,"Action, Adventure, Sci-Fi, Shounen",TV,105
2390,Hoshi no Kirby,6.91,"Action, Adventure, Comedy, Parody, Fantasy",TV,100
35159,Kimi no Hikari: Asagao to Kase-san.,7.26,"Music, Romance, School, Shoujo Ai",OVA,1
2392,Doraemon Movie 26: Nobita no Kyouryuu 2006,7.56,"Adventure, Comedy, Kids",Movie,1
2393,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,7.34,"Adventure, Comedy, Fantasy, Kids",Movie,1
475,Hotori: Tada Saiwai wo Koinegau,6.85,"Drama, Sci-Fi",Movie,1
2391,SD Gundam Force,5.37,"Adventure, Comedy, Fantasy, Mecha",TV,52
2396,Milk Junkie: Shimai-hen,6.76,Hentai,OVA,4
2397,Digimon Adventure: Bokura no War Game!,7.79,"Sci-Fi, Adventure, Comedy, Kids",Movie,1
2398,Digimon Adventure 02: Diablomon no Gyakushuu,7.26,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1
35158,Warau Salesman Tokubetsu Bangumi,6.16,"Psychological, Supernatural, Seinen",Special,14
2400,GS Mikami,7.26,"Comedy, Supernatural",TV,45
2399,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,6.56,"Adventure, Comedy, Kids",OVA,1
2402,Ashita no Joe,8.3,"Action, Drama, Shounen, Slice of Life, Sports",TV,79
2403,Kodomo no Jikan (TV),6.7,"Comedy, Drama, Ecchi, School",TV,12
2404,Zombie-Loan,6.82,"Action, Horror, Shounen, Supernatural",TV,11
2405,Hello! Lady Lynn,7.51,"Drama, Shoujo",TV,36
2407,Keroro Gunsou Movie 1,7.22,"Comedy, Kids, Sci-Fi, Shounen",Movie,1
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,7.26,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1
2409,Gokudou-kun Manyuuki,7.42,"Adventure, Comedy, Fantasy, Magic",TV,26
35178,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,6.06,Hentai,OVA,1
2411,Ane to Boin,6.65,Hentai,OVA,2
35180,3-gatsu no Lion 2nd Season,8.92,"Drama, Game, Seinen, Slice of Life",TV,22
2413,Boin,6.59,Hentai,OVA,2
35182,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,6.8,"Slice of Life, Comedy, Parody, Magic, School",OVA,1
35183,Gurazeni,6.38,"Comedy, Drama, Seinen, Sports",TV,12
2414,Assemble Insert,6.13,"Sci-Fi, Comedy, Police",OVA,2
2417,Saigo no Door wo Shimero!,6.51,"Boys Love, Comedy, Drama, Erotica",OVA,1
2418,Stranger: Mukou Hadan,8.26,"Action, Adventure, Historical, Samurai",Movie,1
2419,Spirit of Wonder: China-san no Yuuutsu,6.37,"Romance, Sci-Fi, Seinen",OVA,1
2420,Spirit of Wonder: Shounen Kagaku Club,6.51,"Drama, Sci-Fi, Seinen, Space",OVA,2
2415,Super Fishing Grander Musashi,6.98,"Adventure, Sports",TV,25
2416,Grander Musashi RV,7.16,"Adventure, Sports",TV,39
35191,Free! Movie 2: Timeless Medley - Yakusoku,7.65,"School, Slice of Life, Sports",Movie,1
2424,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",7.47,"Comedy, Shoujo",Special,3
2421,Super Kuma-san,6.06,"Comedy, Fantasy",Special,1
2422,Kenritsu Chikyuu Boueigun,6.1,"Action, Sci-Fi, Adventure, Comedy, Shounen",OVA,1
2427,Unico,7.13,"Adventure, Fantasy, Kids",Movie,1
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,6.23,"Adventure, Kids, Fantasy",OVA,1
2423,Grey: Digital Target,6.04,"Action, Military, Sci-Fi, Drama, Shounen",Movie,1
35198,Free!: Take Your Marks,7.75,"School, Slice of Life, Sports",Movie,1
2431,Nikuyoku Gangu Takuhainin,6.2,Hentai,OVA,3
2432,Discipline,6.81,Hentai,OVA,6
2433,Lingeries,6.97,Hentai,OVA,3
35202,Hand Shakers: Go ago Go,5.55,Action,Special,1
35203,Isekai wa Smartphone to Tomo ni.,6.13,"Adventure, Harem, Comedy, Magic, Romance, Fantasy",TV,12
2436,Angelium,5.88,Hentai,OVA,2
35204,The King of Fighters: Destiny,6.53,"Action, Adventure, Drama, Romance",ONA,24
35206,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.84,"Action, Fantasy, Magic, Slice of Life",Movie,1
2438,Hitozuma♪Kasumi-san,6.77,Hentai,OVA,2
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.31,"Adventure, Shounen, Supernatural",Movie,1
33048,Zegapain ADP,5.73,"Action, Sci-Fi, Romance, Mecha",Movie,1
2445,Maple Colors,6.26,Hentai,OVA,2
2446,Nikuyome: Takayanagi Ke no Hitobito,7.0,Hentai,OVA,4
2447,Chibo,5.92,Hentai,OVA,2
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.98,"Action, Sci-Fi, Mecha",Special,1
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.07,"Action, Sci-Fi, Mystery, Police, Psychological, Mecha, Seinen",Special,1
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.87,"Comedy, Sci-Fi, Seinen",Movie,1
2451,Space Cobra,7.68,"Action, Adventure, Sci-Fi, Space",TV,31
35220,Youkai Apartment no Yuuga na Nichijou,7.18,"Slice of Life, Mystery, Supernatural",TV,26
2452,Space Adventure Cobra,7.08,"Action, Adventure, Sci-Fi, Space",Movie,1
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,7.63,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1
35222,Gakuen Babysitters,7.9,"Comedy, School, Shoujo, Slice of Life",TV,12
35224,Mobile Suit Gundam: Twilight Axis,4.86,"Action, Military, Sci-Fi, Space, Mecha",ONA,6
2457,Majokko Tsukune-chan,6.59,"Comedy, Magic, Seinen",OVA,6
2458,Kimagure Orange☆Road OVA,7.36,"Magic, Comedy, Romance, School, Drama",OVA,8
2459,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,6.83,"Comedy, Drama, Romance, Seinen",OVA,1
35228,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.88,"Comedy, Historical, Romance, Shoujo",Movie,1
2460,Maison Ikkoku: Kanketsu-hen,7.13,"Comedy, Drama, Romance, Seinen",Movie,1
2461,Metal Skin Panic MADOX-01,5.89,"Action, Mecha, Sci-Fi",OVA,1
2463,Shounan Bakusouzoku,7.43,"Action, Comedy, Shounen",OVA,12
2455,Prayers,5.38,Sci-Fi,OVA,2
2456,Mori no Densetsu,6.35,"Adventure, Drama, Fantasy, Music",Movie,1
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,6.03,Parody,OVA,1
35235,Hitorigurashi no Shougakusei,6.45,"Comedy, Slice of Life",ONA,10
2468,Nineteen 19,6.09,"Romance, Drama",OVA,1
35237,Hajimete no Gal: Hajimete no Bunkasai,6.46,"Comedy, Romance, Ecchi, School, Shounen",OVA,1
2470,Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,6.92,"Action, Sci-Fi, Adventure, Space, Drama",Movie,1
2471,Doraemon (1979),7.82,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,1787
2472,Naruto: Shippuuden Movie 1,7.29,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1
35240,Princess Principal,7.68,"Action, Mystery, Historical",TV,12
35241,Konohana Kitan,7.49,"Slice of Life, Fantasy, Seinen, Shoujo Ai",TV,12
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,6.14,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,2
2476,School Days,5.52,"Harem, Drama, Romance, School",TV,12
2474,Ginga Ojousama Densetsu Yuna: Shin'en no Fairy,6.36,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3
33056,Buddy Go!,6.16,"Comedy, Romance, Shoujo",Special,3
35247,Owarimonogatari 2nd Season,8.87,"Mystery, Comedy, Supernatural, Vampire",TV,7
35248,18if,6.13,"Mystery, Supernatural",TV,13
35249,Uma Musume: Pretty Derby (TV),7.32,"Comedy, Slice of Life, Sports",TV,13
35250,Urahara,5.77,"Comedy, Fantasy, Psychological, Sci-Fi",TV,12
35251,Sengoku Night Blood,6.15,"Historical, Romance, Fantasy",TV,12
35252,Hatena☆Illusion,5.4,"Comedy, Supernatural, Romance, Ecchi",TV,12
2482,Good Morning Althea,5.43,"Action, Sci-Fi, Space, Mecha",OVA,1
2486,Rumiko Takahashi Anthology,7.11,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",TV,13
35255,Soutai Sekai,5.7,Sci-Fi,ONA,2
2488,Mei to Koneko Bus,7.28,"Adventure, Fantasy",Special,1
2489,Onegai My Melody,7.32,"Comedy, Magic, Fantasy",TV,52
2490,One Piece: Mezase! Kaizoku Yakyuu Ou,6.98,"Comedy, Fantasy, Shounen, Sports",Movie,1
2483,Kaitouranma The Animation,5.85,"Action, Adventure, Martial Arts, Samurai",OVA,2
2484,Gear Fighter Dendoh,7.25,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38
2487,Kyouryuu Boukenki Jura Tripper,7.23,"Sci-Fi, Adventure, Drama, Fantasy",TV,39
35262,Boku no Hero Academia 2nd Season: Hero Note,7.27,"Action, Comedy, Super Power",Special,1
2494,Goshuushou-sama Ninomiya-kun,6.66,"Harem, Comedy, Ecchi, Fantasy",TV,12
2495,Chance Triangle Session,6.43,"Slice of Life, Music, Drama",TV,13
2497,Shin Cutey Honey,6.62,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,7.53,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,7.64,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1
2500,The Cockpit,7.19,"Historical, Military",OVA,3
496,Kamui no Ken,6.61,"Adventure, Historical, Drama, Fantasy, Shounen",Movie,1
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,6.6,"Drama, School, Sports",Movie,1
2501,Papuwa,6.66,"Adventure, Comedy",TV,26
2503,Nangoku Shounen Papuwa-kun,6.56,"Adventure, Comedy, Shounen",TV,42
2505,Ringetsu The Animation,6.63,Hentai,OVA,3
2506,Imouto,5.91,Hentai,OVA,1
2507,Tsuma Tsuma,6.34,Hentai,OVA,2
2508,Genshiken 2,7.75,"Comedy, Parody, Slice of Life",TV,12
2510,Sengoku Majin Goushougun,6.67,"Action, Sci-Fi, Parody, Mecha",TV,26
2511,Sengoku Majin Goushougun: Toki no Etranger,6.64,"Action, Sci-Fi",Movie,1
2512,Detective Conan OVA 02: 16 Suspects,7.32,"Adventure, Mystery, Comedy, Police, Shounen",OVA,1
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,7.18,"Adventure, Mystery, Comedy, Police, Shounen",OVA,1
2514,Detective Conan OVA 04: Conan and Kid and Crystal Mother,7.49,"Adventure, Mystery, Police, Shounen",OVA,1
2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,7.23,"Adventure, Mystery, Comedy, Police, Shounen",OVA,1
2516,Uchuu no Senshi,6.13,"Space, Mecha, Military, Sci-Fi, Shounen",OVA,6
35285,A-Channel: Nabe wo Tabeyou,6.85,"Comedy, School, Seinen, Slice of Life",Special,1
35286,Henkei Shoujo,5.71,Sci-Fi,ONA,5
2517,Eikoku Koi Monogatari Emma: Intermission,7.0,"Drama, Historical, Romance, Seinen, Slice of Life",Special,1
2520,Dragon Ball Specials,6.7,"Fantasy, Comedy, Super Power, Shounen",Special,2
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,7.13,Comedy,TV,12
2521,Haja Kyosei G Dangaiou,5.4,"Action, Mecha, Sci-Fi",TV,13
2523,Izumo: Takeki Tsurugi no Senki,6.11,"Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural",TV,12
2524,Jungle de Ikou!,5.31,"Action, Ecchi, Adventure, Magic, Comedy",OVA,3
2525,Kekkou Kamen,5.6,"Comedy, Ecchi",OVA,4
2526,Kirara,6.04,"Ecchi, Slice of Life, Comedy, Romance, Supernatural",OVA,1
2527,Kotetsu no Daibouken,5.74,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2
2522,Rakushou! Hyper Doll,5.87,"Magic, Adventure, Comedy, Sci-Fi, Shounen",OVA,2
2529,Princess Minerva,5.5,"Parody, Adventure, Fantasy, Comedy",OVA,1
35298,Ramen Daisuki Koizumi-san,6.55,"Comedy, Slice of Life",TV,12
2530,G-Taste,5.83,"Girls Love, Hentai",OVA,7
503,Eien no Aselia,5.32,"Adventure, Drama, Fantasy",OVA,2
2528,Megami Paradise,5.37,"Adventure, Ecchi, Fantasy",OVA,2
35300,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.29,"Drama, Magic",Special,13
35301,Chiruran: Nibun no Ichi Special,5.42,"Action, Comedy, Historical",Special,1
2534,Angelique,6.26,"Sci-Fi, Harem, Drama, Romance, Fantasy, Shoujo",OVA,3
2535,Angelique: Seichi yori Ai wo Komete,6.03,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3
2536,Angelique: Shiroi Tsubasa no Memoire,5.72,"Sci-Fi, Harem, Drama, Magic, Romance, Fantasy, Shoujo",OVA,2
2539,Itazura The Animation,6.61,Hentai,OVA,2
35302,Neko Neko Nihonshi 2nd Season,6.2,"Historical, Parody, Kids, Samurai",TV,32
2538,With You: Mitsumeteitai,5.18,"Drama, Fantasy, Mystery, Romance, School",OVA,2
2542,Lady Georgie,7.17,"Drama, Historical, Romance, Shoujo",TV,45
2543,Robin Hood no Daibouken,7.1,"Adventure, Historical, Romance",TV,52
35303,Furusato Meguri: Nippon no Mukashibanashi,6.08,"Historical, Kids, Supernatural",TV,50
35313,Kemono Friends 2,5.83,"Adventure, Comedy",TV,12
35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.79,"Action, School, Shounen",OVA,1
2547,Shoukoujo Sara,7.67,"Slice of Life, Historical, Drama, Shoujo",TV,46
35315,ChäoS;Child: Silent Sky,6.52,"Sci-Fi, Mystery, Psychological, Supernatural",Movie,1
2548,Ai no Wakakusa Monogatari,7.38,"Drama, Historical, Slice of Life",TV,48
2550,Onboro Film,6.33,"Comedy, Parody",Movie,1
506,Glass no Kamen,7.35,"Drama, Romance, Shoujo",TV,23
35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.76,"Fantasy, Romance, Shoujo",OVA,1
35321,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.52,"School, Shounen, Sports",OVA,1
2545,Huckleberry no Bouken,6.22,"Adventure, Historical, Drama",TV,26
2546,Alps Monogatari: Watashi no Annette,6.74,"Slice of Life, Historical, Drama",TV,48
2549,Perrine Monogatari,7.55,"Slice of Life, Historical, Drama, Shoujo",TV,53
2557,Trapp Ikka Monogatari,7.61,"Drama, Historical, Music, Romance",TV,40
2552,Tetsuko no Tabi,6.24,"Comedy, Seinen, Slice of Life",TV,13
35327,Hiyoko no Basket Movie: Last Game 0401,7.36,"Parody, Sports",ONA,1
2559,Romeo no Aoi Sora,8.33,"Adventure, Drama, Historical, Slice of Life",TV,33
2560,Terra e...,6.42,"Action, Drama, Sci-Fi, Shounen, Space",Movie,1
35330,Poputepipikku,7.28,"Comedy, Dementia, Parody",TV,12
2563,Aria the OVA: Arietta,7.99,"Sci-Fi, Slice of Life, Fantasy, Shounen",OVA,1
2562,Shion no Ou,7.51,"Drama, Game, Mystery, Thriller",TV,22
35333,Hitori no Shita: The Outcast 2nd Season,7.38,"Action, Super Power, Supernatural",ONA,24
2564,Code-E,6.39,"Comedy, Romance, School, Sci-Fi, Slice of Life",TV,12
35335,Musashino!,4.68,Comedy,TV,12
2561,Captain Future,7.15,"Action, Adventure, Sci-Fi, Shounen",TV,52
2569,Jungle Book Shounen Mowgli,7.02,"Adventure, Drama",TV,52
35338,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.37,"Harem, Comedy, Romance, Ecchi, School",Special,1
2571,Mitsubachi Maya no Bouken,6.56,"Adventure, Comedy, Kids",TV,52
2565,Jungle Taitei: Susume Leo!,6.65,"Adventure, Shounen",TV,26
2566,Uchuujin Tanaka Tarou,6.13,"Comedy, School, Shounen",TV,24
2567,Pinocchio yori Piccolino no Bouken,6.3,"Adventure, Kids",TV,52
2568,Kojika Monogatari,6.5,Drama,TV,52
2570,Ochame na Futago: Claire Gakuin Monogatari,7.04,"Kids, Slice of Life, Comedy, Historical, School, Shoujo",TV,26
2577,Tom Sawyer no Bouken,7.28,"Adventure, Slice of Life, Historical, Drama",TV,49
2572,Fushigi no Kuni no Alice,6.4,"Adventure, Kids, Fantasy",TV,24
35347,Kemono Friends: Bus-teki,6.55,"Comedy, Fantasy",ONA,1
2580,Tsukuyomi: Moon Phase Special,6.61,"Comedy, Dementia, Slice of Life",Special,1
2581,Mobile Suit Gundam 00,8.11,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV,25
2582,Soukou Kihei Votoms,7.7,"Action, Space, Mecha, Military, Drama, Sci-Fi",TV,52
2579,Anime 80-nichikan Sekai Isshuu,6.83,"Adventure, Historical, Kids, Romance",TV,26
2584,Soukou Kihei Votoms: Big Battle,6.68,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,7.19,"Drama, Mecha, Military, Sci-Fi",OVA,1
2583,Soukou Kihei Votoms: The Last Red Shoulder,7.09,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,6.72,"Adventure, Fantasy, Comedy, Kids",TV,52
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,6.87,"Drama, Mecha, Military, Sci-Fi",OVA,5
2589,Black Cat (TV): Toozakaru Neko,7.08,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen",Special,1
2590,Genmukan,6.34,Hentai,OVA,2
2591,Samurai Spirits: Haten Gouma no Shou,5.34,"Adventure, Historical, Samurai, Shounen",Special,1
2592,Kimera,5.11,"Action, Horror, Sci-Fi, Shounen Ai, Supernatural, Vampire",OVA,1
2593,Kara no Kyoukai 1: Fukan Fuukei,7.57,"Action, Mystery, Supernatural, Thriller",Movie,1
2594,Piano no Mori,7.62,"Adventure, Music, Comedy, Drama, School, Seinen",Movie,1
35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.71,"Slice of Life, Comedy, Fantasy",Special,1
2595,D.C.II: Da Capo II,6.86,"Drama, Ecchi, Romance, School",TV,13
2596,Shinreigari,7.41,"Sci-Fi, Mystery, Psychological, Supernatural",TV,22
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.25,"Adventure, Police, Comedy, Mystery, Shounen",OVA,1
2598,Juusenki L-Gaim,6.84,"Action, Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",TV,54
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,5.6,"Action, Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",OVA,1
35369,Seikaisuru Kado: Ninovo,6.67,Sci-Fi,ONA,1
35370,Teekyuu 9,6.52,"Comedy, Sports",TV,12
2603,Mushi-Uta,6.57,"Action, Sci-Fi, Fantasy",TV,12
2604,Sky Girls,7.0,"Mecha, Military, Sci-Fi",TV,26
2605,Sayonara Zetsubou Sensei,7.85,"Comedy, Parody, School, Shounen",TV,12
2602,Kenkou Zenrakei Suieibu Umishou,7.11,"Comedy, Sports, Ecchi, School, Shounen",TV,13
2607,Birth,5.99,"Action, Sci-Fi, Adventure, Comedy",OVA,1
35376,Himouto! Umaru-chan R,7.32,"Comedy, School, Seinen, Slice of Life",TV,12
2608,Wangan Midnight,7.48,"Action, Cars, Seinen, Sports",TV,26
2609,Kakyuusei (TV),6.23,"Harem, Drama, Romance, School",TV,13
2611,Panda Kopanda,6.73,"Comedy, Kids",Movie,2
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.54,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1
518,Mahou no Princess Minky Momo,7.19,"Magic, Shoujo",TV,63
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.97,"Music, Sports",Special,1
2615,Otome wa Boku ni Koishiteru Special,6.62,"Comedy, Romance, School",Special,1
2616,Sora Iro no Tane,5.72,Kids,Special,1
2617,Ghiblies,6.35,Comedy,Special,2
2618,Takarajima,7.94,"Adventure, Mystery, Historical, Drama",TV,26
2619,Spider Riders: Oracle no Yuusha-tachi,6.56,"Action, Adventure, Mecha",TV,26
2612,Spoon Oba-san,6.81,"Kids, Magic",TV,130
2621,Natsu e no Tobira,5.88,"Drama, Romance, Shoujo, Shounen Ai",Movie,1
2613,Mirai Shounen Conan 2: Taiga Daibouken,6.4,"Adventure, Drama, Sci-Fi",TV,24
2623,Flanders no Inu (Movie),7.8,"Drama, Historical",Movie,1
2620,Spider Riders: Yomigaeru Taiyou,6.69,"Action, Adventure, Mecha",TV,26
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.77,"Kids, Fantasy, Comedy, Sci-Fi, Shounen",Movie,1
2622,Big Wars: Kami Utsu Akaki Kouya ni,5.41,"Action, Military, Sci-Fi, Space",OVA,1
2624,"Flanders no Inu, Boku no Patrasche",6.98,"Drama, Historical",TV,26
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,6.4,Fantasy,Movie,1
2628,"The☆Doraemons: Strange, Sweets, Strange?",6.38,Fantasy,Movie,1
2629,Doraemon and Itchy the Stray,6.54,"Comedy, Kids, Sci-Fi, Shounen",Special,1
2630,Doraemon Meets Hattori the Ninja,6.85,"Comedy, Kids, Sci-Fi, Shounen",Special,1
2631,The☆Doraemons: Goal! Goal! Goal!!,6.21,"Kids, Fantasy, Sports, Comedy, Sci-Fi, Shounen",Movie,1
2632,Doraemon: Time Machine de Oshougatsu,6.51,"Sci-Fi, Adventure, Comedy, Kids, Shounen",Special,1
2634,Doraemon: Doraemon Comes Back,7.01,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,6.45,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1
33087,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,6.4,"Fantasy, Harem, Historical, Romance, Shoujo",Movie,1
35399,Kamishibai Itazura Tanuki no Maki,5.47,"Action, Historical, Supernatural",Movie,1
35400,Kamishibai Kintarou no Maki,4.85,"Fantasy, Historical",Movie,1
2639,Dorami-chan: Hello Kyouryuu Kids!!,5.99,Fantasy,Movie,1
35401,Hyaku-nengo no Aru Hi,5.32,"Military, Sci-Fi, Supernatural",Movie,1
35402,An Expression,3.92,Dementia,Movie,1
35403,Manga Revue Haru,5.05,Kids,Movie,1
