MAL_ID,Name,Score,Genres,Type,Episodes,Studios,Source,Rating,Premiered,Creator
4138,Chiisana Penguin Lolo no Bouken,7.36,"Adventure, Drama, Fantasy, Kids, Slice of Life",OVA,3.0,Toei Animation,Original,G - All Ages,Winter 1986,Yoshida Kenji
4147,Gang-aji Ttong,5.65,"Kids, Fantasy",Movie,1.0,Itasca Studio,Picture book,G - All Ages,Summer 2003,Kwon Jung-Saeng
4149,Body Jack: Tanoshii Yutai Ridatsu,4.99,"Comedy, Ecchi",OVA,1.0,OLM,Original,R+ - Mild Nudity,Winter 1987,Yamamoto Naoki
4150,Cosmos Pink Shock,5.62,"Comedy, Parody, Sci-Fi, Space",OVA,1.0,AIC,Original,PG-13 - Teens 13 or older,Summer 1986,Shudou Takeshi
4151,Blade of the Immortal,6.82,"Action, Adventure, Historical, Supernatural, Samurai",TV,13.0,Bee Train,Manga,R - 17+ (violence & profanity),Summer 2008,Samura Hiroaki
4154,Time Bokan Series: Yattodetaman,6.37,"Action, Adventure, Comedy, Fantasy, Mecha",TV,52.0,Tatsunoko Production,Manga,PG-13 - Teens 13 or older,Winter 1981,Yoshida Tatsuo
4155,One Piece Film: Strong World,8.07,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 2009,Oda Eiichiro
4156,Ichigo Mashimaro Episode 0,7.03,Comedy,Special,1.0,Daume,4-koma manga,PG-13 - Teens 13 or older,Summer 2005,Sakai Kyuuta
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,7.0,"Action, Police, Comedy, Seinen",Special,1.0,Studio Deen,Manga,PG-13 - Teens 13 or older,Summer 1997,Fujishima Kousuke
4163,Seto no Hanayome OVA,7.82,"Comedy, Parody, Romance, School, Shounen",OVA,2.0,Gonzo,Manga,PG-13 - Teens 13 or older,Fall 2008,Kimura Tahiko
4166,To Heart 2 AD,6.83,"Comedy, Ecchi, Romance",OVA,2.0,Chaos Project,Visual novel,PG-13 - Teens 13 or older,Spring 2008,Aquaplus
4173,Shigofumi Picture Drama,6.44,Comedy,Special,7.0,J.C.Staff,Original,PG-13 - Teens 13 or older,Spring 2008,Satou Tatsuo
4176,Wanna-Be's,5.16,"Action, Comedy, Sports",OVA,1.0,AIC,Manga,PG-13 - Teens 13 or older,Winter 1986,Suzuki Toshimitsu
4177,Bounen no Xamdou,7.64,"Action, Military, Sci-Fi, Adventure",ONA,26.0,Bones,Original,PG-13 - Teens 13 or older,Summer 2008,Miyaji Masayuki
4181,Clannad: After Story,8.93,"Slice of Life, Comedy, Supernatural, Drama, Romance",TV,24.0,Kyoto Animation,Visual novel,PG-13 - Teens 13 or older,Fall 2008,Maeda Jun
4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,7.54,"Sci-Fi, Comedy, Parody",Special,1.0,Bones,Original,R - 17+ (violence & profanity),Spring 2008,Okamura Tensai
4183,Uchuu Taitei God Sigma,7.04,"Action, Space, Mecha",TV,50.0,Toei Animation,Original,PG-13 - Teens 13 or older,Spring 1980,Kanda Takeyuki
4186,Chrome Shelled Regios,7.27,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24.0,Zexcs,Light novel,R - 17+ (violence & profanity),Winter 2009,Amagi Shuusuke
4187,Megumi,5.91,Historical,ONA,1.0,Trans Arts,Other,G - All Ages,Spring 2008,Oomori Hidetoshi
4188,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.39,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Vampire, Shounen",OVA,3.0,Shaft,Manga,PG-13 - Teens 13 or older,Summer 2008,Akamatsu Ken
4189,Fuyu no Sonata,7.25,"Drama, Romance",TV,26.0,"Studio Comet, KeyEast, REALTHING",Other,PG-13 - Teens 13 or older,Fall 2009,Ahn Jae-Hunn
4190,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.51,"Fantasy, Comedy, Shoujo",Special,1.0,Yumeta Company,Visual novel,G - All Ages,Summer 2008,Shinohara Toshiya
4191,Popolocrois Monogatari,7.05,"Adventure, Fantasy",TV,25.0,Production I.G,Game,PG - Children,Fall 1998,Mashimo Kouichi
4192,Hayate no Gotoku!!,7.66,"Action, Harem, Comedy, Parody, Romance, Shounen",TV,25.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Spring 2009,Hata Kenjirou
4195,Kodomo no Jikan: Ni Gakki,7.03,"Comedy, Ecchi, School",OVA,3.0,Diomedéa,Manga,R - 17+ (violence & profanity),Winter 2009,Watashiya Kaworu
4196,Ikkitousen: Great Guardians,6.71,"Action, Ecchi, Martial Arts, School, Super Power",TV,12.0,Arms,Manga,R+ - Mild Nudity,Summer 2008,Ohata Koichi
4197,Blue Dragon: Tenkai no Shichi Ryuu,6.54,"Adventure, Comedy, Fantasy, Supernatural",TV,51.0,Studio Pierrot,Game,PG - Children,Spring 2008,Matsushita Yukihiro
4198,Koutetsu Jeeg,7.09,"Action, Mecha, Demons, Sci-Fi, Shounen",TV,46.0,Toei Animation,Original,PG-13 - Teens 13 or older,Fall 1975,Nagai Go
4199,Entaku no Kishi Monogatari: Moero Arthur,6.53,"Adventure, Romance, Historical, Drama",TV,30.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Fall 1979,Mikuriya Satomi
4200,Dirty Pair OVA,7.09,"Adventure, Comedy, Police, Sci-Fi",OVA,10.0,"Sunrise, Kino Production",Light novel,PG-13 - Teens 13 or older,Winter 1987,Takachiho Haruka
4201,Chocchan Monogatari,6.61,"Slice of Life, Historical, Drama",Movie,1.0,Triangle Staff,Manga,G - All Ages,Spring 1996,Tokita Hiroko
4202,Mokke Specials,6.8,"Mystery, Slice of Life, Supernatural",Special,2.0,Madhouse,Manga,PG - Children,Winter 2008,Kumakura Takatoshi
4205,KimiKiss Pure Rouge: Love Fighter,6.93,"Romance, School",Special,1.0,J.C.Staff,Visual novel,PG-13 - Teens 13 or older,Summer 2008,Enterbrain
4208,Tetsujin 28-gou (1980),6.84,"Action, Mecha",TV,51.0,Tokyo Movie Shinsha,Manga,G - All Ages,Fall 1980,Yokoyama Mitsuteru
4209,Mission-E,6.42,"Action, Comedy, School, Sci-Fi",TV,12.0,Studio Deen,Original,PG - Children,Summer 2008,Katou Toshiyuki
4210,Gokiburi-tachi no Tasogare,5.8,"Drama, Military",Movie,1.0,"Madhouse, Animation Staff Room",Original,PG-13 - Teens 13 or older,Fall 1987,Macek Carl
4211,Hareluya II Boy,6.42,"Action, Fantasy, Comedy, School, Shounen",TV,25.0,Triangle Staff,Manga,PG-13 - Teens 13 or older,Spring 1997,Umezawa Haruto
4213,Saishuu Shiken Kujira Progressive,5.97,"Drama, Romance",OVA,1.0,Zexcs,Visual novel,PG-13 - Teens 13 or older,Spring 2008,Circus
4214,Rosario to Vampire Capu2,6.89,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13.0,Gonzo,Manga,R+ - Mild Nudity,Fall 2008,Ikeda Akihisa
4218,Niji ni Mukatte,5.59,"Romance, Historical",Movie,1.0,Kyoto Animation,Original,G - All Ages,Spring 1977,Okamoto Tadanari
4224,Toradora!,8.07,"Slice of Life, Comedy, Romance, School",TV,25.0,J.C.Staff,Light novel,PG-13 - Teens 13 or older,Fall 2008,Takemiya Yuyuko
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,6.55,"Mecha, Sci-Fi",OVA,3.0,Sunrise,Original,PG-13 - Teens 13 or older,Fall 2008,Tomino Yoshiyuki
4240,Ginga Senpuu Braiger,6.82,"Action, Sci-Fi, Adventure, Space, Mecha",TV,39.0,Toei Animation,Original,PG-13 - Teens 13 or older,Fall 1981,Yotsuji Takao
4242,Ginga Reppuu Baxingar,6.49,"Action, Adventure, Mecha",TV,39.0,Kokusai Eigasha,Original,PG-13 - Teens 13 or older,Summer 1982,Nitta Yoshikata
4244,Ginga Shippuu Sasuraiger,6.55,"Action, Adventure, Mecha",TV,43.0,AIC ASTA,Original,PG-13 - Teens 13 or older,Spring 1983,Yotsuji Takao
4246,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,7.13,"Adventure, Mecha, Romance, Sci-Fi",Movie,1.0,"Bones, Kinema Citrus",Original,PG-13 - Teens 13 or older,Spring 2009,Haraguchi Hiroshi
4252,Explorer Woman Ray,5.25,"Action, Adventure",OVA,2.0,"AIC, animate Film",Original,PG-13 - Teens 13 or older,Spring 1989,Okazaki Takeshi
4262,Koihime†Musou,6.71,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy",TV,12.0,Doga Kobo,Visual novel,R+ - Mild Nudity,Summer 2008,BaseSon
4264,Ultraviolet: Code 044,5.77,"Action, Sci-Fi",TV,12.0,Madhouse,Other,R - 17+ (violence & profanity),Summer 2008,Dezaki Osamu
4266,Vie Durant,4.63,"Sci-Fi, Drama, Vampire",ONA,8.0,"Radix, Marine Entertainment",Original,PG-13 - Teens 13 or older,Summer 2003,Negishi Hiroshi
4280,Kara no Kyoukai 4: Garan no Dou,7.82,"Action, Mystery, Supernatural, Thriller",Movie,1.0,ufotable,Light novel,R - 17+ (violence & profanity),Spring 2008,Nasu Kinoko
4282,Kara no Kyoukai 5: Mujun Rasen,8.52,"Action, Mystery, Supernatural, Drama, Romance, Thriller",Movie,1.0,ufotable,Light novel,R - 17+ (violence & profanity),Summer 2008,Nasu Kinoko
4286,Bonobono (TV),6.69,Comedy,TV,48.0,Group TAC,4-koma manga,G - All Ages,Spring 1995,Igarashi Mikio
4298,Futari no Joe,5.58,"Shounen, Sports",OVA,6.0,Office AO,Original,PG-13 - Teens 13 or older,Spring 2003,Kajiwara Ikki
4306,Mizugumo Monmon,6.51,"Fantasy, Kids, Romance",Movie,1.0,Studio Ghibli,Original,G - All Ages,Winter 2006,Miyazaki Hayao
4312,Hokuto no Ken: Toki-den,7.38,"Action, Martial Arts",OVA,1.0,APPP,Manga,R - 17+ (violence & profanity),Spring 2008,Buronson
4314,Nanami-chan 2nd Series,6.15,"Comedy, Kids",TV,16.0,Bones,Manga,G - All Ages,Summer 2005,Nomura Tatsutoshi
4316,Nanami-chan 3rd Series,5.99,"Comedy, Kids",TV,16.0,MAPPA,Other,G - All Ages,Summer 2006,Nomura Tatsutoshi
4318,Ryuu Seiki,5.81,"Action, Fantasy, Demons, Sci-Fi",OVA,2.0,"Production I.G, Xebec, OLM",Manga,R - 17+ (violence & profanity),Fall 1988,Kitazume Hiroyuki
4320,Lupin III: Green vs. Red,6.63,"Action, Adventure, Mystery, Comedy, Seinen",OVA,1.0,TMS Entertainment,Manga,PG-13 - Teens 13 or older,Spring 2008,Monkey Punch
4331,Penguin no Mondai,5.83,"Comedy, Kids",TV,100.0,Shogakukan Music & Digital Entertainment,Manga,G - All Ages,Spring 2008,Nagai Yuuji
4332,Seigi wo Aisuru Mono Gekkou Kamen,6.72,"Action, Mystery",TV,39.0,Knack Productions,Manga,PG-13 - Teens 13 or older,Winter 1972,Okaseko Nobuhiro
4334,Heroman,6.81,"Action, Sci-Fi, Shounen",TV,26.0,Bones,Original,PG - Children,Spring 2010,Lee Stan
4339,Ashita e Attack!,6.34,"Sports, School, Drama",TV,23.0,Nippon Animation,Original,PG-13 - Teens 13 or older,Spring 1977,Kurokawa Fumio
4353,Gakuen Heaven: Hamu Hamu Heaven,6.63,"Comedy, Drama, Romance, School, Shounen Ai",Special,12.0,Tokyo Kids,Visual novel,PG-13 - Teens 13 or older,Summer 2006,Hiiro Yukina
4361,Grenadier: Hohoemi no Senshi Specials,6.46,"Comedy, Parody, Ecchi",Special,6.0,Group TAC,Manga,PG-13 - Teens 13 or older,Winter 2005,Kaise Sosuke
4362,Fireball,6.62,"Comedy, Sci-Fi",TV,13.0,Jinnis Animation Studios,Original,G - All Ages,Spring 2008,Arakawa Wataru
4371,Uchuu Senshi Baldios (Movie),6.32,"Action, Sci-Fi, Space, Mecha",Movie,1.0,Sunrise,Original,PG-13 - Teens 13 or older,Winter 1981,Toriumi Hisayuki
4375,Kyoro-chan,7.24,"Adventure, Comedy, Fantasy",TV,91.0,Group TAC,Other,PG - Children,Summer 1999,Hongou Mitsuru
4382,Suzumiya Haruhi no Yuuutsu (2009),7.22,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14.0,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,Spring 2009,Tanigawa Nagaru
4383,Catman Series III,6.26,"Comedy, Fantasy, Slice of Life",TV,6.0,"Acca effe, Giga Production",Original,PG-13 - Teens 13 or older,Spring 2008,Aoike Ryousuke
4385,Great Mazinger tai Getter Robo,5.98,"Action, Mecha, Sci-Fi",Movie,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Spring 1975,Ishikawa Ken
4386,Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,5.97,"Action, Sci-Fi, Mecha",Movie,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Summer 1975,Ishikawa Ken
4387,UFO Robo Grendizer tai Great Mazinger,6.48,"Mecha, Sci-Fi",Movie,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Spring 1976,Nagai Go
4389,Amada Anime Series: Super Mario Brothers,4.76,"Adventure, Comedy, Shounen",OVA,3.0,Studio Junio,Game,PG - Children,Summer 1989,Miyamoto Shigeru
4390,Sora no Momotarou,5.03,"Military, Adventure, Comedy",Movie,1.0,October Media,Original,G - All Ages,Fall 1931,Murata Yasuji
4391,Saru Masamune,5.39,"Adventure, Military",Movie,1.0,P.A. Works,Original,G - All Ages,Winter 1931,Murata Yasuji
4393,Kokka Kimigayo,4.78,"Music, Historical",Movie,1.0,WAO World,Original,G - All Ages,Spring 1931,Oofuji Noburou
4394,Norakuro Gochou,4.98,Adventure,Movie,1.0,Toei Animation,Manga,G - All Ages,Spring 1934,Tagawa Suihou
4395,Norakuro Nitouhei: Enshuu no Maki,5.01,Adventure,Movie,1.0,J.C.Staff,Manga,G - All Ages,Summer 1933,Tagawa Suihou
4396,Osaru no Kantai,4.53,"Military, Music",Movie,1.0,Madhouse,Original,G - All Ages,Winter 1936,Miyashita Manzo
4397,Osaru no Sankichi: Totsugeki-tai,4.58,Military,Movie,1.0,J.C.Staff,Original,G - All Ages,Spring 1934,Seo Mitsuyo
4398,Kuro Nyago,5.32,Fantasy,Movie,1.0,Madhouse,Original,G - All Ages,Winter 1931,Oofuji Noburou
4406,Mazinger Z tai Ankoku Daishougun,6.6,"Action, Mecha, Shounen",Movie,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Summer 1974,Nagai Go
4411,Mirai Robo Daltanias,6.78,"Action, Sci-Fi, Space, Mecha",TV,47.0,Toei Animation,Original,PG-13 - Teens 13 or older,Spring 1979,Nagahama Tadao
4415,World Destruction: Sekai Bokumetsu no Rokunin,6.93,"Adventure, Fantasy",TV,13.0,Production I.G,Game,PG-13 - Teens 13 or older,Summer 2008,Tada Shunsuke
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.4,"Action, Mecha, Sci-Fi, Super Power",TV,12.0,Sunrise,Original,PG-13 - Teens 13 or older,Spring 2005,Yatate Hajime
4418,Catman Series II,6.15,"Comedy, Fantasy, Slice of Life",ONA,8.0,ufotable,Original,PG-13 - Teens 13 or older,Spring 2002,Aoike Ryousuke
4419,Catman,5.96,"Slice of Life, Fantasy, Comedy",ONA,7.0,SIDO LIMITED,Original,PG-13 - Teens 13 or older,Summer 2002,Aoike Ryousuke
4420,Vampiyan Kids: Pilot,5.95,"Action, Comedy, Kids, Vampire",Special,1.0,Production I.G,Original,G - All Ages,Fall 1999,Yuasa Masaaki
4421,Moetan Specials,6.45,"Comedy, Ecchi, Magic, School",Special,2.0,Actas,Other,R+ - Mild Nudity,Winter 2007,Kawaguchi Keiichirou
4427,Tatakae!! Ramenman,6.28,"Action, Adventure, Martial Arts, Shounen",TV,35.0,Toei Animation,Manga,R - 17+ (violence & profanity),Winter 1988,Yudetamago
4437,Naruto: Shippuuden Movie 2 - Kizuna,7.28,"Action, Martial Arts, Shounen, Supernatural",Movie,1.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Summer 2008,Kishimoto Masashi
4439,Kurenai Sanshirou,6.41,"Action, Martial Arts, Sports",TV,26.0,Tatsunoko Production,Manga,PG-13 - Teens 13 or older,Spring 1969,Yoshida Tatsuo
4443,Duel Masters Charge,6.16,"Action, Adventure, Comedy, Shounen",TV,52.0,Studio Hibari,Original,PG-13 - Teens 13 or older,Spring 2004,Matsumoto Shigenobu
4444,Zero Duel Masters,5.95,"Adventure, Comedy, Game, Sports",TV,12.0,Satelight,Original,PG-13 - Teens 13 or older,Spring 2007,Matsumoto Shigenobu
4447,Detective Conan Movie 12: Full Score of Fear,7.78,"Adventure, Police, Comedy, Mystery, Shounen",Movie,1.0,TMS Entertainment,Manga,PG-13 - Teens 13 or older,Spring 2008,Aoyama Gosho
4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.5,"Adventure, Comedy, Demons, Historical, Supernatural",Special,11.0,Gonzo,Manga,PG-13 - Teens 13 or older,Spring 2004,Moriyama Daisuke
4451,Tanin no Kankei,6.01,"Comedy, Ecchi, Romance, School",OVA,2.0,J.C.Staff,Manga,R+ - Mild Nudity,Summer 1994,Arima Ichirou
4452,Hoshikuzu Paradise,5.31,"Comedy, Romance",OVA,1.0,Pastel,Manga,PG-13 - Teens 13 or older,Summer 1991,Katsu Aki
4454,Macross F: Close Encounter - Deculture Edition,7.67,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1.0,Satelight,Original,PG-13 - Teens 13 or older,Winter 2007,Kawamori Shouji
4458,Bavel no Hon,5.53,Kids,Special,1.0,Gainax,Original,G - All Ages,Fall 1996,Yamamura Koji
4460,Kikumana,5.66,"Dementia, Psychological",ONA,1.0,Studio Rikka,Original,PG-13 - Teens 13 or older,Summer 2001,Yoshiura Yasuhiro
4461,Kouchou-sensei to Kujira,6.02,Drama,Movie,1.0,"Chaos Project, GANSIS",Manga,G - All Ages,Spring 2007,Yamamura Koji
4468,Nagagutsu wo Haita Neko no Bouken,6.66,"Adventure, Fantasy",TV,26.0,Gathering,Manga,G - All Ages,Spring 1992,Perrault Charles
4469,.hack//G.U. Trilogy: Parody Mode,6.35,"Fantasy, Game, Comedy, Sci-Fi, Parody",Special,1.0,Production I.G,Game,PG-13 - Teens 13 or older,Spring 2008,Morimoto Kouji
4471,Shin SOS Dai Tokyo Tankentai,5.93,Adventure,Movie,1.0,Sunrise,Manga,PG-13 - Teens 13 or older,Spring 2007,Otomo Katsuhiro
4472,Lucky☆Star: Original na Visual to Animation,7.8,"Comedy, Parody, School, Slice of Life",OVA,1.0,Kyoto Animation,4-koma manga,PG-13 - Teens 13 or older,Fall 2008,Yoshimizu Kagami
4475,Toshi wo Totta Wani,6.21,Drama,Movie,1.0,Toei Animation,Picture book,G - All Ages,Spring 2005,Yamamura Koji
4476,Gensoumaden Saiyuuki: Kibou no Zaika,6.87,"Adventure, Fantasy",OVA,1.0,Pierrot,Manga,PG-13 - Teens 13 or older,Fall 2002,Minekura Kazuya
4477,Nodame Cantabile: Paris-hen,8.13,"Comedy, Josei, Music, Romance, Slice of Life",TV,11.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Fall 2008,Ninomiya Tomoko
4481,Saiyuuki,6.22,Adventure,Movie,1.0,Toei Animation,Novel,G - All Ages,Summer 1960,Tezuka Osamu
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.23,"Slice of Life, Drama, Magic, Romance, Shounen",TV,12.0,Hal Film Maker,Manga,G - All Ages,Summer 2008,Yamada Norie
4484,"Umi no Yami, Tsuki no Kage",5.8,"Horror, Super Power, Drama, Romance, Shoujo",OVA,3.0,Magic Bus,Manga,R - 17+ (violence & profanity),Fall 1989,Shinohara Chie
4485,Kasei Yakyoku,6.62,"Historical, Drama, Romance",OVA,4.0,Magic Bus,Manga,R+ - Mild Nudity,Spring 1989,Dezaki Osamu
4486,Getter Robo G,6.58,"Action, Mecha, Sci-Fi, Shounen",TV,39.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Spring 1975,Ishikawa Ken
4503,Choujikuu Kidan Southern Cross,6.56,"Action, Sci-Fi, Drama, Mecha",TV,23.0,"Tatsunoko Production, Studio World",Original,R+ - Mild Nudity,Spring 1984,Hasegawa Yasuo
4504,Kinkyuu Hasshin Saver Kids,6.61,"Action, Sci-Fi, Adventure, Comedy, Mecha",TV,50.0,Tokyo Movie Shinsha,Original,PG-13 - Teens 13 or older,Winter 1991,Monkey Punch
4508,D.C.S.S: Da Capo Second Season Omake,6.54,"Harem, Comedy, Romance",Special,2.0,feel.,Visual novel,PG-13 - Teens 13 or older,Fall 2005,Circus
4509,Captain Future: Kareinaru Taiyokei Race,5.94,"Action, Adventure, Sci-Fi",Special,1.0,Studio Pierrot,Original,PG-13 - Teens 13 or older,Winter 1978,Blanchard Françoise
4511,Hoero! Bun Bun,6.55,"Adventure, Slice of Life",TV,39.0,Chaos Project,Manga,G - All Ages,Fall 1980,Murano Moribi
4513,Hakujaden,6.07,"Adventure, Fantasy, Historical, Romance",Movie,1.0,Toei Animation,Other,G - All Ages,Fall 1958,Yabushita Taiji
4514,Seton Doubutsuki: Kuma no Ko Jacky,6.74,"Adventure, Historical, Drama",TV,26.0,Nippon Animation,Novel,G - All Ages,Summer 1977,Kuroda Yoshio
4515,Seton Doubutsuki: Risu no Banner,6.63,"Kids, Drama",TV,26.0,Nippon Animation,Novel,G - All Ages,Spring 1979,Kuroda Yoshio
4521,Watt Poe to Bokura no Ohanashi,6.05,"Adventure, Sci-Fi",OVA,1.0,Kaname Productions,Original,PG - Children,Summer 1988,Kageyama Shigenori
4522,Bounty Hunter: The Hard,5.7,"Action, Police",OVA,1.0,J.C.Staff,Manga,R+ - Mild Nudity,Spring 1996,Saruwatari Tetsuya
4524,Shenmue: The Movie,5.89,"Action, Game, Adventure, Martial Arts",Movie,1.0,Production I.G,Game,PG-13 - Teens 13 or older,Fall 2001,Suzuki Yu
4531,Dark Cat,3.23,"Action, Super Power, Supernatural, Demons, Horror",OVA,1.0,Agent 21,Manga,R - 17+ (violence & profanity),Fall 1991,Suzuki Iku
4532,Taiyou no Yuusha Fighbird,7.1,"Action, Mecha, Sci-Fi",TV,48.0,Sunrise,Original,G - All Ages,Winter 1991,Yatate Hajime
4533,Uchuu Kazoku Carlvinson,6.61,"Comedy, Fantasy, Sci-Fi",OVA,1.0,Doga Kobo,Manga,PG-13 - Teens 13 or older,Winter 1988,Asari Yoshitoo
4534,Choujin Locke: Shinsekai Sentai,5.93,"Action, Sci-Fi, Super Power",OVA,2.0,Nippon Animation,Manga,PG-13 - Teens 13 or older,Summer 1991,Hijiri Yuki
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6.76,"Romance, School, Shoujo Ai",ONA,7.0,AIC,Original,PG-13 - Teens 13 or older,Spring 2008,Hoshikawa Takafumi
4536,Muteki Robo Trider G7,6.49,"Comedy, Mecha, Sci-Fi, Space",TV,50.0,Sunrise,Original,G - All Ages,Winter 1980,Yatate Hajime
4537,Yagami-kun no Katei no Jijou,5.92,Comedy,OVA,3.0,Production I.G,Manga,PG-13 - Teens 13 or older,Spring 1990,Kusunoki Kei
4540,Gundam: Mission to the Rise,5.52,"Action, Mecha, Sci-Fi",Special,1.0,Sunrise,Original,PG-13 - Teens 13 or older,Summer 1998,Yatate Hajime
4548,Yozakura Quartet,6.79,"Action, Magic, Comedy, Super Power, Supernatural, Shounen",TV,12.0,Nomad,Manga,PG-13 - Teens 13 or older,Fall 2008,Yasuda Suzuhito
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.1,"Action, Drama, Martial Arts",TV,13.0,Satelight,Manga,R - 17+ (violence & profanity),Fall 2008,Buronson
4550,Hyakko,7.23,"Comedy, School, Slice of Life",TV,13.0,Nippon Animation,Manga,PG-13 - Teens 13 or older,Fall 2008,Katou Haruaki
4551,Hakushaku to Yousei,7.2,"Adventure, Historical, Magic, Romance, Fantasy, Shoujo",TV,12.0,Artland,Light novel,PG-13 - Teens 13 or older,Fall 2008,Tani Mizue
4554,Dokkiri Doctor,6.89,"Slice of Life, Comedy, School",TV,26.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Fall 1998,Hosono Fujihiko
4563,Bakukyuu Hit! Crash B-Daman,6.09,"Game, Adventure, Kids",TV,50.0,SynergySP,Original,PG - Children,Winter 2006,Okumura Yoshiaki
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.58,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1.0,Gainax,Original,R+ - Mild Nudity,Spring 2009,Nakashima Kazuki
4566,Prism Ark Specials,6.0,"Action, Comedy, Drama, Fantasy, Magic",Special,6.0,Sunrise Beyond,Manga,PG-13 - Teens 13 or older,Winter 2007,Oobari Masami
4567,Armageddon,3.83,"Action, Adventure, Sci-Fi",Movie,1.0,Gonzo,Manga,PG-13 - Teens 13 or older,Winter 1996,Lee Hyun Se
4574,Saikyou Robot Daiouja,6.52,"Action, Sci-Fi, Mecha, Shounen",TV,50.0,Sunrise,Original,PG-13 - Teens 13 or older,Winter 1981,Sasaki Katsutoshi
4578,Time Bokan Oudou Fukko,5.99,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2.0,Tatsunoko Production,Manga,R+ - Mild Nudity,Fall 1993,Kuri Ippei
4581,Shikabane Hime: Aka,7.19,"Action, Horror, Supernatural, Shounen",TV,13.0,"Gainax, feel.",Manga,R - 17+ (violence & profanity),Fall 2008,Akahito Yoshiichi
4584,Topo Gigio,6.16,"Kids, Adventure, Comedy",TV,21.0,Nippon Animation,Manga,PG - Children,Spring 1988,Ishiguro Noboru
4586,Daisuki! BuBu ChaCha,7.02,Kids,TV,26.0,Daume,Original,G - All Ages,Spring 2001,Amino Tetsurou
4591,Yoiko,6.11,"Slice of Life, Comedy, Ecchi, School",TV,20.0,Studio Pierrot,Manga,R+ - Mild Nudity,Fall 1998,Ishikawa Yuugo
4596,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7.57,"Action, Military, Super Power, Mecha, School",OVA,1.0,Sunrise,Original,R - 17+ (violence & profanity),Winter 2008,Baba Makoto
4597,Kouya no Shounen Isamu,6.52,"Action, Adventure, Shounen",TV,52.0,Tokyo Movie Shinsha,Manga,G - All Ages,Spring 1973,Kawasaki Noboru
4599,Tanoshii Willow Town,6.22,"Kids, Fantasy",TV,26.0,E&G Films,Book,PG - Children,Fall 1993,Kohanawa Tameo
4614,Moero Arthur: Hakuba no Ouji,6.39,"Adventure, Romance, Historical, Drama",TV,22.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Spring 1980,Kikuchi Jouji
4615,Yama Nezumi Rocky Chuck,6.16,"Kids, Adventure, Fantasy",TV,52.0,Nippon Animation,Manga,G - All Ages,Winter 1973,Burgess Thornton W.
4616,Yumemiru Topo Gigio,6.02,"Kids, Adventure, Comedy",TV,13.0,Nippon Animation,Manga,PG - Children,Fall 1988,Ishiguro Noboru
4617,Nana Toshi Monogatari: Hokkyokukai Sensen,6.14,"Sci-Fi, Drama",OVA,2.0,Studio Junio,Novel,PG-13 - Teens 13 or older,Summer 1994,Tanaka Yoshiki
4618,RideBack,7.26,"Action, Drama, Mecha, School, Sci-Fi",TV,12.0,Madhouse,Manga,PG-13 - Teens 13 or older,Winter 2009,Kasahara Tetsuroh
4639,Gosenzo-sama Banbanzai!,7.35,"Sci-Fi, Comedy, Psychological, Drama",OVA,6.0,Studio Pierrot,Original,R - 17+ (violence & profanity),Summer 1989,Oshii Mamoru
