MAL_ID,Members
3053,9651
3054,2805
3057,19077
3059,5058
3060,9233
3061,2622
3064,2358
3065,2422
3067,4488
3069,3952
3070,1659
3071,4086
3072,4339
3075,1659
3076,23728
3077,6839
3079,6930
3080,11400
3081,7550
3085,21167
3086,26080
3087,102125
3088,26261
3089,57203
3090,27452
3091,143619
3092,254810
3095,3383
3098,2134
3099,2344
3100,1633
3101,9554
3104,1825
3110,4046
3111,4036
3112,4605
3113,1416
3114,1330
3115,4354
3116,2257
3120,4388
3121,30381
3125,9840
3127,7045
3129,1553
3130,1594
3131,984
3132,1391
3135,13215
3136,3486
3137,5324
3138,4123
3146,4011
3147,2590
3151,1448
3152,4174
3153,1857
3154,5172
3155,889
3157,3891
3159,3688
3162,4192
3165,20778
3166,29306
3167,185116
3174,15417
3175,1776
3176,2034
3178,2430
3182,2459
3183,1397
3185,2430
3186,4207
3190,1457
3192,2850
3193,3538
3194,1824
3196,3144
3199,6111
3201,1021
3203,2172
3205,4455
3213,2931
3214,1541
3215,4677
3218,5486
3219,7032
3221,24368
3222,4772
3223,4723
3225,72569
3226,65317
3227,3706
3228,132399
3229,118941
3230,118559
3231,60855
3232,2049
3234,5554
3235,1349
3245,2780
3247,32269
3248,3000
3256,5288
3258,10016
3259,2102
3264,1717
3265,5944
3266,18157
3267,1206
3268,14534
3269,32878
3270,20742
3271,3421
3272,12755
3273,1601
3274,1204
3275,1027
3276,1009
3277,926
3278,984
3279,885
3280,1147
3281,3919
3285,3468
3287,39030
3288,11310
3290,1153
3292,3970
3294,1103
3295,4898
3297,128734
3298,37681
3299,96251
3305,3874
3306,4064
3312,18278
3313,2072
3315,1514
3317,1777
3318,29169
3320,2302
3322,32653
3323,31726
3325,3067
3326,23225
3327,6399
3328,44282
3332,10837
3335,6880
3336,3769
3342,185148
3345,3199
3349,17942
3352,44059
3354,28992
3356,4637
3358,89973
3359,57678
3361,1244
3363,27275
3366,82919
3367,2829
3369,10277
3371,24240
3381,4608
3388,3613
3389,28029
3390,3626
3391,4108
3392,22781
3394,4615
3398,2631
3399,2834
3401,7931
3406,3837
3407,82460
3410,4001
3417,5738
3418,3012
3419,12602
3420,91596
3421,6645
3424,3275
3425,1864
3429,9060
3430,10924
3432,2019
3433,1093
3434,1524
3435,1631
3436,970
3437,5054
3438,4541
3444,3577
3446,36978
3447,12643
3448,12020
3449,11490
3455,638884
3456,31986
3457,601912
3460,2074
3461,2723
3462,2848
3463,2423
3464,42004
3465,1406
3466,38379
3467,134380
3468,9789
3469,8853
3470,366262
3472,2510
3473,1940
3474,2394
3475,5814
3480,2124
3481,2591
3482,2170
3483,3637
3484,4067
3485,20514
3486,3384
3488,11339
3490,1834
3493,6774
3496,1053
3498,1496
3499,1305
3501,5418
3503,249885
3505,2533
3508,38901
3509,4136
3511,2419
3512,4745
3513,1340
3514,1220
3515,41307
3516,759
3517,459
3518,3497
3519,2217
3522,3919
3533,1625
3535,4015
3545,18741
3546,1248
3547,1454
3549,42807
3550,2225
3561,2807
3568,3660
3570,3141
3571,4298
3572,146887
3573,1313
3574,27055
3576,26719
3577,28679
3579,8241
3588,1621002
3593,21679
3594,79252
3595,3160
3596,1196
3597,2922
3599,2534
3600,2713
3602,4913
3603,69091
3604,32284
3605,1693
3609,2732
3613,74489
3614,19395
3615,37754
3616,41553
3618,6269
3619,2441
3620,3237
3624,2877
3625,8779
3626,11265
3627,30011
3630,1003
3631,2172
3637,1146
3638,3682
3640,1931
3641,8229
3646,2598
3652,194546
3653,42851
3654,43465
3655,166303
3656,59951
3659,782
3660,3410
3661,1862
3665,20367
3667,170907
3668,9258
3669,1484
3670,9498
3671,1924
3672,3520
3673,34653
3674,16519
3675,2207
3676,2268
3683,856
3684,3194
3686,4882
3689,1113
3690,1212
3691,1610
3692,11462
3695,1232
3701,151871
3702,211921
3704,1192
3710,12170
3712,445574
3713,102848
3720,1940
3723,1000
3724,1217
3726,1601
3727,9237
3731,282402
3734,2624
3735,1796
3736,4552
3737,6898
3738,5091
3743,2306
3744,5507
3745,9376
3750,22673
3751,2431
3752,2126
3754,3156
3755,1190
3757,1713
3759,55244
3760,2396
3761,3403
3762,1222
3763,1279
3764,1060
3765,1881
3768,1140
3772,4917
3776,1035
3778,1236
3782,240786
3783,228516
3784,541197
3785,443630
3787,4777
3791,46829
3799,1439
3800,2252
3801,4625
3805,6202
3806,1876
3807,3687
3808,1129
3809,3719
3810,1768
3811,2275
3812,948
3813,1032
3816,2161
3817,913
3819,2113
3823,1063
3825,1280
3827,1781
3829,8180
3834,880
3835,2601
3836,3692
3837,3162
3838,1289
3839,1180
3840,16871
3841,64610
3842,2725
3843,1838
3844,1110
3845,983
3847,2211
3848,67310
3849,2032
3853,2295
3854,2775
3858,3636
3859,19602
3861,20387
3863,1187
3864,2772
3866,1087
3868,3689
3873,1306
3874,2303
3875,1725
3876,1245
3877,1812
3878,2465
3879,1420
3880,1519
3881,1500
3882,4981
3886,6276
3887,13306
3889,9482
3898,4755
3900,2618
3901,179090
3905,3074
3906,3645
3907,15716
3909,996
3913,3330
3914,15303
3915,2785
3927,151337
3929,1524
3931,31438
3932,1353
3936,1318
3946,4622
3947,1518
3948,12696
3954,8543
3956,41485
3958,169423
3960,1628
3962,12647
3963,5145
3964,4916
3965,28935
3968,2123
3969,1379
3972,141640
3974,96613
3977,3541
3989,4564
3990,2447
3991,5639
4003,9043
4013,1176
4014,1593
4015,62596
4021,38833
4024,2016
4025,1610
4026,92197
4028,37667
4031,2848
4033,10079
4037,49392
4038,46665
4039,42779
4042,4007
4044,2172
4049,1120
4050,3984
4051,2290
4052,20621
4053,36238
4054,980
4056,3023
4058,2401
4059,304853
4060,5041
4061,2765
4062,2776
4063,408628
4066,19551
4067,3075
4068,2301
4069,8751
4070,2431
4071,3202
4074,1549
4075,2793
4078,6629
4080,34822
4081,538653
4082,11701
4083,1226
4085,1544
4086,2885
4087,201550
4088,1280
4091,2821
4094,29913
4095,5503
4096,475
4097,810
4098,1189
4099,1216
4101,1185
4103,2257
4106,142832
4107,164895
4113,2091
4114,5850
4119,2402
4124,5290
4130,26777
4132,1588
4134,65724
4136,17434
4138,3423
4147,3261
4149,3295
4150,3119
4151,68911
4154,2211
4155,253848
4156,15708
4162,5476
4163,53394
4166,6953
4173,4354
4176,3061
4177,141469
4181,1189253
4182,140811
4183,1526
4186,212468
4187,2284
4188,31494
4189,24134
4190,1515
4191,3608
4192,115126
4195,32110
4196,68257
4197,18050
4198,3566
4199,1858
4200,7902
4201,1749
4202,2340
4205,12459
4208,2371
4209,5987
4210,2381
4211,2845
4213,3000
4214,418582
4218,508
4224,2197155
4232,12914
4240,2676
4242,1518
4244,1516
4246,45265
4252,1799
4262,48517
4264,7336
4266,1818
4280,215074
4282,238205
4286,1720
4298,1637
4306,3964
4312,8714
4314,684
4316,648
4318,2535
4320,8991
4331,872
4332,1163
4334,41107
4339,2393
4353,7450
4361,6569
4362,10433
4371,1729
4375,3000
4382,528735
4383,1793
4385,2651
4386,2145
4387,2712
4389,3697
4390,1574
4391,1787
4393,2115
4394,1315
4395,1151
4396,1331
4397,1390
4398,3580
4406,2712
4411,1842
4415,52084
4416,4073
4418,1473
4419,3057
4420,1231
4421,5877
4427,1626
4437,267489
4439,2321
4443,5434
4444,2727
4447,47409
4450,10721
4451,2775
4452,1150
4454,12835
4458,3189
4460,9226
4461,2275
4468,998
4469,10822
4471,1817
4472,132752
4475,3257
4476,4787
4477,124616
4481,3481
4483,27552
4484,2238
4485,3411
4486,3314
4503,8294
4504,963
4508,6947
4509,1053
4511,1098
4513,5962
4514,2439
4515,1809
4521,903
4522,1680
4524,2638
4531,5275
4532,3940
4533,3243
4534,1415
4535,75116
4536,1520
4537,1952
4540,5559
4548,157580
4549,12601
4550,44985
4551,125762
4554,1461
4563,2234
4565,216057
4566,2342
4567,1757
4574,1116
4578,2337
4581,123356
4584,2107
4586,1863
4591,5530
4596,42095
4597,1263
4599,1077
4614,1089
4615,1665
4616,1144
4617,2907
4618,47980
4639,9505
4640,1652
4646,5831
4651,4703
4654,812754
4657,16916
4662,20566
4663,4715
4664,12416
4667,5194
4672,88549
4680,1680
4681,1167
4682,732
4685,2479
4688,3399
4690,10926
4703,5707
4709,700
4712,7662
4713,31908
4715,17362
4718,8162
4719,100600
4720,121669
4722,269372
4723,2223
4725,238253
4726,75201
4733,1353
4737,1309
4742,1432
4744,151808
4752,367018
4756,3625
4760,33030
4761,2291
4765,23729
4772,21752
4773,2603
4782,923
4786,12310
4789,164723
4790,897
4792,26225
4793,43218
4794,16049
4795,20081
4798,15126
4804,5983
4807,1486
4808,2621
4810,6560
4811,23910
4814,180362
4823,3678
4827,3406
4835,235465
4851,5805
4853,2891
4854,2877
4855,1919
4856,1568
4872,64612
4874,14910
4876,6995
4879,62429
4884,122916
4886,37767
4896,220626
4898,1177100
4901,299009
4903,35832
4907,1008
4908,5001
4910,10485
4917,1362
4918,70579
4921,11141
4923,2429
4926,2767
4927,1514
4928,1866
4929,1876
4933,1718
4934,1540
4935,2477
4936,11431
4938,62162
4941,1110
4943,2443
4948,2063
4961,1822
4962,5237
4966,2554
4967,1130
4970,105772
4975,287040
4981,165383
4983,32972
4985,31293
4991,1335
4997,6149
4999,207092
5002,1769
5005,22369
5006,1539
5013,938
5014,1993
5019,5684
5020,17290
5022,1227
5023,2367
5025,7940
5027,6479
5028,70835
5029,20597
5030,178645
5031,4607
5032,9267
5034,76799
5036,2432
5037,2919
5039,96913
5040,237937
5041,44077
5042,329705
5043,2552
5045,9352
5051,3305
5052,2016
5053,6941
5056,3659
5060,255465
5065,24130
5070,2893
5071,1349
5072,9652
5074,52210
5075,4029
5079,121242
5080,10535
5081,1395674
5082,3764
5084,15983
5085,8104
5088,990
5090,1739
5091,1967
5096,11952
5098,1201
5104,1229
5112,123820
5114,3329888
5116,26978
5118,98767
5129,1228
5131,1151
5132,8278
5133,1872
5136,1897
5141,21239
5143,1646
5147,3527
5150,101335
5151,1299
5152,52389
5153,3660
5155,14718
5157,2600
5162,67145
5163,38103
5164,3457
5165,3672
5167,2050
5168,5455
5177,148487
5178,40891
5189,933
5196,11690
5197,2125
5199,8468
5200,4042
5201,1164
5203,2037
5204,191972
5205,206641
5207,474
5216,15877
5217,2081
5220,62362
5223,921
5225,10899
5226,19058
5228,42056
5231,214398
5232,1813
5233,32655
5235,1327
5237,1345
5238,2195
5241,668
5244,16619
5246,1493
5249,1690
5250,2776
5251,39920
5252,53094
5256,11649
5258,285244
5262,103591
5266,2082
5267,4512
5270,5611
5272,876
5273,1777
5274,2260
5276,1915
5277,242043
5279,57143
5287,903
5288,4130
5289,1574
5290,5407
5291,11555
5292,2674
5293,1966
5296,2694
5298,10634
5299,946
5300,247547
5303,1145
5305,10494
5306,31981
5307,26262
5308,3515
5310,31001
5311,1690
5314,873
5330,3177
5332,10437
5333,19346
5337,66828
5341,491587
5342,101547
5343,2456
5344,1122
5348,13244
5351,7523
5353,2125
5355,161641
5356,230813
5365,96435
5369,8393
5372,2609
5375,1294
5386,6796
5395,1657
5396,995
5397,4611
5415,3633
5419,9932
5420,86260
5440,2965
5447,3925
5449,1478
5454,25789
5458,18976
5460,59568
5462,8461
5466,1812
5472,879
5474,1082
5475,1098
5476,1809
5484,3424
5485,15809
5493,14010
5494,7678
5496,2550
5501,3243
5503,893
5504,24497
5505,10527
5507,131793
5515,829
5520,3664
5521,38334
5525,212658
5526,35552
5529,13117
5530,431069
5534,1006
5535,1135
5538,14568
5539,4331
5549,3658
5554,2600
5578,6345
5581,775
5583,9030
5584,2621
5585,3264
5593,61411
5597,54385
5600,879
5618,1909
5620,1680
5622,3686
5624,4861
5628,1127
5629,1396
5630,564557
5631,1613
5632,1651
5647,1838
5648,1719
5652,1733
5656,3373
5658,6053
5661,1585
5662,1752
5667,177458
5670,20517
5671,94020
5673,2362
5675,46635
5678,166945
5680,1048884
5681,519355
5682,334491
5684,17116
5688,4914
5689,1510
5690,127838
5691,7155
5702,41033
5710,4556
5712,6814
5713,29651
5715,2522
5717,33536
5723,3482
5725,10544
5734,70526
5742,2379
5751,15370
5753,6499
5755,2240
5760,21496
5763,2150
5764,93950
5772,40352
5781,200481
5783,973
5785,2973
5799,924
5802,4935
5811,1305
5813,2329
5819,5638
5821,734
5828,2150
5829,1184
5830,3369
5832,6490
5833,1156
5834,2999
5835,69198
5842,1354
5844,7171
5845,7697
5848,3130
5849,2996
5854,2960
5859,4991
5862,1450
5865,2122
5868,1688
5870,1386
5871,1222
5872,1160
5873,1955
5874,809
5875,3527
5876,1302
5877,7587
5878,1572
5880,1269
5883,4491
5891,2065
5895,959
5900,1161
5904,2866
5907,3107
5908,1732
5909,194672
5914,39682
5917,982
5918,6265
5920,1787
5923,1229
5925,2361
5926,1772
5927,1539
5928,1444
5929,1857
5931,1047
5933,1228
5934,1354
5935,1063
5936,1475
5938,2626
5940,185694
5941,124194
5945,13584
5947,29466
5953,3862
5955,53684
5956,1049
5957,30307
5958,478811
5962,93563
5967,7858
5968,6885
5973,35631
5978,33885
5983,6115
5984,47042
5990,1250
5992,2887
5996,6944
5997,2575
5998,9642
6007,170334
6008,12713
6012,1288
6016,14338
6023,71508
6024,30170
6028,1758
6030,142339
6031,2257
6032,6695
6033,390244
6038,2209
6045,943727
6046,49055
6050,24910
6055,3799
6056,2261
6060,1830
6061,3919
6062,1184
6064,49719
6065,941
6067,1801
6068,2446
6069,4468
6071,1003
6073,758
6074,809
6075,1440
6076,3140
6077,1036
6078,1485
6087,1580
6090,2133
6093,1649
6094,5253
6095,1153
6096,3128
6098,43534
6107,1422
6112,32200
6114,394738
6115,35797
6116,3221
6117,8368
6119,2440
6127,109053
6129,28953
6130,4805
6131,2658
6148,6810
6151,26173
6152,12480
6153,6818
6154,10115
6162,20089
6163,40040
6164,100224
6165,51607
6166,201488
6169,8257
6171,108093
6172,29098
6178,89010
6182,2185
6184,3545
6187,28415
6189,2741
6198,13112
6201,228163
6202,1154
6203,74543
6205,288258
6209,7255
6211,297052
6213,607388
6217,5563
6219,7920
6226,4353
6227,2138
6229,3143
6230,1550
6231,12506
6245,2799
6246,3651
6251,2670
6261,684
6262,1994
6266,1958
6268,1425
6275,10678
6276,8272
6277,1645
6280,30104
6281,4369
6287,25342
6288,62680
6291,39589
6293,5027
6299,5897
6303,4097
6305,2776
6310,1400
6311,1169
6312,3590
6318,2381
6324,241610
6325,207551
6330,13455
6331,2003
6336,98920
6344,15672
6346,2366
6347,635360
6351,263527
6355,1505
6361,31213
6366,1227
6368,10609
6372,170297
6374,2527
6375,2484
6377,107475
6379,8828
6380,22333
6381,83794
6383,4415
6385,13584
6390,1670
6392,22058
6397,979
6401,19316
6408,68087
6413,2617
6418,6792
6419,1660
6421,158931
6425,21278
6428,1474
6431,1227
6437,2412
6438,21187
6443,20901
6444,121412
6448,1009
6452,1732
6460,7466
6462,2096
6463,8116
6467,56867
6468,1353
6472,2191
6479,24162
6484,2038
6489,50109
6492,1945
6496,4244
6500,329440
6505,24957
6509,6106
6511,2797
6512,264969
6518,841
6520,780
6525,3240
6527,5127
6535,4247
6547,2067964
6553,36460
6554,1743
6555,7114
6557,1456
6560,10908
6566,4518
6567,6113
6571,1573
6572,84427
6573,411730
6574,94079
6577,1047
6579,667
6581,12872
6582,8086
6586,82555
6587,6558
6591,18704
6594,560828
6604,5012
6607,3718
6609,17763
6610,75707
6624,48043
6625,1247
6628,5195
6629,1057
6633,55270
6634,70193
6636,1888
6637,145741
6641,3286
6645,48211
6653,3023
6654,9549
6657,4881
6670,1807
6672,1400
6674,1272
6675,377373
6676,62019
6680,2045
6682,237554
6684,853
6688,1081
6693,1126
6702,1732897
6704,15678
6705,8318
6707,565402
6709,10963
6712,21061
6713,7175
6714,22418
6718,2160
6721,2596
6726,4330
6731,915
6733,2106
6734,2254
6735,2092
6736,7149
6743,5679
6746,1403312
6747,229675
6748,6368
6758,65752
6768,49071
6769,2545
6771,596
6772,84560
6773,237210
6774,93933
6779,1161
6783,13588
6787,11684
6791,45242
6792,2957
6793,115230
6794,9179
6795,20699
6796,1805
6797,937
6798,1147
6800,2309
6802,162387
6809,5690
6811,282931
6822,649
6827,894
6828,1005
6829,1163
6834,1403
6836,1270
6837,1365
6846,858
6848,876
6850,1083
6855,1187
6857,1994
6862,161137
6864,69470
6867,41862
6872,3766
6875,29484
6877,13603
6878,2084
6880,1235367
6882,17388
6883,4505
6884,60961
6885,5924
6889,1142
6890,3012
6895,168681
6896,45991
6899,2622
6900,1711
6901,3819
6902,2726
6904,44412
6909,2479
6918,27283
6919,27593
6920,28612
6922,227356
6927,34514
6930,7451
6932,2130
6935,1379
6937,1382
6939,1643
6941,8284
6945,70087
6946,13771
6948,51374
6950,2637
6951,49111
6953,4387
6954,120596
6956,432859
6958,10252
6959,4926
6964,11604
6965,657
6970,1142
6971,2859
6973,45375
6974,103939
6975,3229
6978,2012
6979,31798
6980,16703
6984,17598
6985,7125
6987,118595
6988,7180
6989,914
6992,2011
6993,2235
6994,1964
6999,6394
7004,2544
7014,9857
7016,11748
7017,63027
7020,1088
7021,953
7022,1451
7024,1951
7025,2782
7026,1141
7027,1355
7028,1552
7029,1201
7030,1599
7031,1279
7032,1084
7044,40388
7045,11250
7048,1811
7054,1245123
7058,100572
7059,174663
7060,5195
7062,27955
7066,9922
7079,73392
7081,10213
7082,73767
7083,9044
7088,526532
7090,618
7103,19396
7106,1376
7108,4728
7109,701
7112,2196
7113,7251
7117,1144
7122,1609
7124,580
7135,21165
7139,1495
7144,4505
7148,220425
7152,8730
7156,1939
7157,1613
7158,1456
7160,2757
7164,855
7169,1349
7170,2652
7171,2114
7174,1334
7176,3509
7192,1978
7193,220618
7222,27540
7229,2972
7230,2221
7243,1601
7244,997
7245,1085
7247,837
7248,6896
7252,669
7254,3037
7255,1064
7257,1819
7258,1375
7259,1202
7270,11983
7273,4059
7279,5757
7285,1801
7290,2337
7294,1112
7303,8495
7304,21700
7305,10331
7307,2785
7308,2806
7311,608159
7314,1348
7322,16164
7329,3007
7330,2315
7333,2336
7334,49108
7336,2933
7337,59354
7338,257331
7363,3938
7364,2476
7366,2459
7367,53661
7374,1055
7375,24032
7376,1112
7377,4458
7395,1929
7396,18258
7398,821
7405,875
7427,1579
7430,3893
7435,3143
7436,2497
7445,851
7446,833
7448,626
7449,492
7450,696
7451,918
7453,5866
7461,583
7463,11407
7465,124693
7466,1181
7468,15383
7471,9843
7472,163809
7474,12236
7475,2732
7477,1119
7479,1670
7482,1944
7488,857
7491,2057
7494,1565
7496,1410
7497,1389
7498,1336
7510,1764
7522,1756
7523,929
7524,564
7528,1523
7530,1107
7532,1038
7536,1907
7540,5341
7547,635
7549,5485
7550,7154
7551,1008
7559,42911
7561,3747
7568,16563
7569,1139
7571,1509
7575,1505
7578,3779
7579,3792
7580,50834
7588,93023
7590,139469
7591,4015
7592,272631
7593,574501
7596,31188
7597,4476
7598,17814
7605,692
7610,2432
7616,1386
7619,4235
7621,1319
7626,871
7627,108190
7643,2900
7645,32614
7647,353851
7651,11216
7654,8921
7655,62741
7661,70537
7662,133400
7664,1346
7666,2417
7667,1650
7668,5452
7669,19357
7674,619917
7683,545
7691,2322
7695,74721
7696,888
7705,51980
7709,506
7711,350349
7713,499
7718,3244
7720,44682
7721,489
7723,3442
7724,599649
7728,33641
7729,679
7739,40884
7740,12892
7744,7471
7745,7221
7759,4638
7761,2584
7762,32054
7768,45138
7769,277513
7770,6082
7771,789
7774,8062
7775,1283
7779,1146
7782,14967
7785,449046
7786,1950
7791,693885
7793,1981
7805,41648
7807,1160
7808,881
7809,2104
7810,1566
7811,2026
7816,1525
7817,390254
7818,2049
7836,796
7843,1478
7845,838
7857,5358
7858,109078
7861,3881
7862,1321
7867,2261
7870,49320
7875,19614
7876,1126
7877,5071
7882,4774
7897,20591
7902,60344
7904,2700
7915,1269
7939,824
7955,1293
7972,7307
7981,749
7985,1207
8011,1263
8017,3090
8022,10419
8023,47674
8026,7295
8038,44443
8041,1184
8042,1683
8057,21084
8062,6196
8063,71099
8064,2752
8068,22503
8074,1503979
8078,13398
8079,1683
8086,301255
8092,1751
8097,7838
8098,14686
8100,73221
8101,28610
8108,2131
8109,2033
8115,26706
8120,3043
8123,2226
8129,237401
8130,934
8132,2466
8133,6762
8134,3725
8139,1216
8140,1849
8142,197934
8145,1322
8146,1343
8150,1113
8152,1215
8153,1027
8154,945
8155,891
8156,1091
8157,1078
8158,1211
8162,1754
8171,22119
8178,1038
8180,871
8181,1873
8182,810
8183,637
8187,28327
8190,29918
8194,2076
8196,682
8197,27123
8206,10777
8208,3117
8211,16129
8213,904
8214,1010
8215,1922
8216,1936
8217,12496
8218,779
8220,811
8226,1186
8227,954
8228,2475
8231,10704
8234,6883
8235,2760
8240,976
8241,41247
8245,6880
8246,256449
8247,214735
8248,3196
8249,3410
8250,3297
8277,182238
8278,8580
8285,1232
8287,4937
8297,4075
8302,34736
8304,1040
8310,72996
8311,63793
8314,992
8317,10808
8324,881
8331,11690
8332,423
8333,1296
8337,5496
8358,8884
8359,8455
8360,5060
8361,4349
8362,8185
8363,5186
8364,4289
8365,3911
8366,4736
8367,5261
8368,4063
8369,6789
8373,3713
8375,1215
8394,6573
8407,291013
8408,168193
8409,1245
8410,54333
8416,665
8422,40763
8423,4165
8424,236476
8425,549102
8426,129896
8431,1142
8438,9931
8440,64699
8443,1098
8449,88581
8450,1720
8451,1058
8456,22735
8457,39193
8460,238652
8464,1844
8465,51481
8475,33271
8476,123888
8479,110669
8481,29226
8486,1219
8487,14750
8490,8620
8491,6623
8493,942
8496,1499
8500,2383
8503,3685
8507,14836
8514,61926
8516,370717
8518,3273
8525,627248
8526,2361
8532,28684
8533,2310
8536,116917
8538,3077
8539,1448
8542,3132
8546,1894
8547,1567
8548,1476
8550,1487
8551,1606
8553,1305
8554,1502
8557,200071
8560,33409
8577,78509
8584,2636
8598,1816
8599,19299
8609,18658
8619,12619
8624,49994
8630,375709
8631,737
8632,2757
8635,5557
8643,2182
8647,1054
8648,6531
8663,1249
8664,1694
8666,11994
8668,17361
8675,492337
8676,380034
8677,1212
8678,855
8682,813
8687,19694
8701,1495
8705,7989
8706,1267
8707,863
8709,6851
8710,1085
8726,63783
8728,32259
8740,85378
8743,2775
8745,982
8753,862
8754,4591
8756,18047
8763,960
8764,954
8765,2098
8767,4309
8768,95256
8769,684075
8774,1011
8783,1156
8792,10001
8795,393949
8800,5570
8812,2094
8815,1629
8839,3881
8840,4087
8841,624920
8842,921
8848,906
8855,1690
8857,85452
8861,496545
8876,91759
8888,182553
8889,2499
8890,1636
8894,11129
8896,1229
8898,1621
8899,918
8900,730
8908,5911
8909,7977
8915,149358
8917,74551
8919,1001
8920,2521
8925,1531
8928,1079
8934,114326
8935,1724
8936,1697
8937,459883
8949,1719
8950,3330
8952,1734
8953,949
8956,849
8960,1392
8961,3470
8963,1370
8964,2482
8965,1504
8966,1641
8968,1027
8972,1863
8985,27657
8986,32283
8995,24347
9000,75089
9001,7960
9005,5117
9013,1565
9014,42541
9015,654
9023,17122
9032,32877
9040,5727
9041,637821
9043,1744
9045,1402
9047,67877
9053,1724
9055,44693
9062,271826
9063,41451
9065,86348
9074,164727
9077,2667
9078,1495
9087,2126
9088,13790
9095,1062
9098,2276
9100,3106
9107,103219
9117,58600
9119,957
9120,38577
9121,3168
9124,8531
9127,3054
9130,75406
9135,186161
9136,125265
9154,2321
9159,13124
9163,1399
9164,1017
9165,1057
9166,1032
9167,4217
9170,6626
9172,1022
9175,600
9177,1755
9181,333715
9201,66121
9202,28307
9203,44106
9204,20132
9205,9840
9213,35042
9220,10434
9221,876
9228,1388
9239,1479
9241,9965
9242,1122
9243,1002
9244,885
9252,58958
9253,2552285
9254,1992
9260,528149
9264,1335
9279,1239
9288,7731
9289,331107
9290,2347
9291,1613
9314,83353
9318,1097
9324,2812
9330,172466
9331,137147
9332,40852
9333,8396
9335,14812
9337,1770
9340,1699
9342,4983
9344,1147
9346,4380
9347,27593
9348,2164
9353,6546
9355,52937
9356,1639
9362,24779
9365,1155
9366,131551
9367,324458
9376,894
9379,305189
9385,993
9389,818
9390,851
9392,861
9393,4704
9395,1742
9396,18934
9403,855
9409,1453
9421,658
9438,996
9441,41851
9445,989
9465,57774
9471,125992
9479,120841
9488,39913
9491,2665
9493,18485
9494,3233
9495,1482
9499,2232
9506,3339
9510,46045
9513,595173
9515,306900
9519,1016
9521,1251
9523,3605
9525,1001
9526,1634
9528,1069
9531,1014
9535,1273
9539,54050
9544,26933
9547,5733
9548,2076
9549,2119
9563,15149
9568,3005
9575,681
9581,33678
9587,90809
9591,17032
9595,2642
9598,29132
9600,4681
9608,17022
9611,22519
9613,1320
9617,329443
9618,47992
9624,64023
9627,1561
9629,2133
9630,4428
9645,8636
9646,3915
9656,481701
9662,1007
9673,5643
9675,64995
9689,1767
9690,19941
9691,1425
9693,21913
9706,8397
9708,5290
9712,66390
9716,6451
9723,14129
9724,55518
9731,13842
9734,126258
9735,43991
9736,146399
9737,14410
9741,26433
9744,11296
9745,29754
9748,979
9750,132407
9751,42194
9754,15863
9756,1283261
9759,771
9760,214836
9773,1685
9774,9665
9776,99902
9777,2640
9782,10840
9785,8612
9786,5292
9789,1228
9790,133002
9792,1388
9793,15371
9794,810
9795,886
9796,800
9798,5747
9799,1809
9801,886
9810,1335
9824,1260
9826,1150
9829,1497
9832,802
9834,94913
9837,2108
9846,2329
9857,1167
9858,1182
9861,2904
9862,797
9863,224781
9865,13700
9874,40240
9875,15376
9878,708
9880,760
9881,811
9882,1600
9883,6405
9884,3737
9888,23756
9890,30588
9893,16303
9895,1765
9900,1111
9905,960
9911,17907
9916,1549
9917,58636
9919,1921256
9922,88390
9924,6204
9925,55031
9926,218549
9931,4324
9934,22760
9935,8733
9936,293490
9938,58824
9940,1902
9941,226979
9943,3561
9944,1617
9951,1556
9957,942
9958,37281
9959,1874
9963,48445
9967,1780
9969,553645
9972,1064
9976,1135
9979,6246
9981,108657
9982,166551
9988,17836
9989,1601942
9990,4718
9991,1105
9996,28375
9999,62574
10003,6074
10005,1202
10012,197327
10013,1741
10014,5781
10015,77960
10016,6345
10017,42886
10020,190432
10029,203630
10030,353055
10033,129033
10036,1931
10049,163224
10055,2726
10067,242869
10073,137444
10074,7372
10075,52835
10076,61833
10077,744
10079,176573
10080,390073
10083,71220
10087,1496853
10090,16166
10092,54465
10098,10189
10104,1908
10105,1423
10108,22753
10109,24763
10110,493568
10112,809
10114,859
10115,1393
10116,5148
10119,129148
10122,10264
10135,739
10152,76596
10153,23971
10155,187994
10156,78410
10161,434747
10162,494690
10163,314738
10165,892559
10172,46016
10177,5132
10178,22163
10180,5993
10187,45850
10189,28899
10191,29872
10196,30402
10197,28381
10199,896
10201,2711
10207,1413
10209,132563
10213,303541
10216,79677
10217,8848
10218,228128
10219,15359
10224,1252
10232,47735
10241,798
10244,512
10249,38894
10250,1708
10257,22415
10258,14792
10259,43909
10260,17269
10262,1063
10271,193365
10276,4548
10278,152877
10282,859
10294,79836
10297,5814
10298,97500
10301,5597
10302,11990
10308,47854
10313,1156
10319,1365
10321,198554
10324,3218
10330,45639
10334,9453
10336,45956
10338,8056
10342,1909
10346,1626
10348,8395
10349,745
10350,27963
10351,6175
10354,2173
10355,1703
10357,190089
10359,5518
10360,825
10370,48284
10372,72603
10373,1177
10375,554
10378,99028
10379,251909
10384,12683
10389,83177
10390,8242
10391,9794
10396,327309
10397,155284
10405,3395
10406,3000
10407,764
10408,820254
10417,61848
10418,134515
10431,28066
10435,1193
10436,1189
10444,28039
10447,106347
10456,180528
10460,185288
10463,2022
10464,71418
10465,80342
10466,1000
10469,18854
10470,35825
10471,2622
10477,13784
10481,1159
10483,7583
