anime_id,Name
1924,Urusei Yatsura Movie 5: Kanketsu-hen
1935,Megazone 23
2016,Mermaid Forest OVA
2169,Ice
2216,Shigurui
2229,Dragon Quest: Dai no Daibouken (TV)
2400,GS Mikami
2471,Doraemon (1979)
2542,Lady Georgie
2890,Gake no Ue no Ponyo
4975,ChäoS;HEAd
5039,Kurozuka
5112,Akikan!
5802,Fantascope: Tylostoma
6291,Full Metal Panic! The Second Raid Episode 00
6747,Dance in the Vampire Bund
8560,"Kyou, Koi wo Hajimemasu"
10417,Gyo
13403,Inu x Boku SS Special
15045,Litchi DE Hikari Club
18441,Blood Lad: Wagahai wa Neko de wa Nai
19315,Pupa
23385,Kyoukai no Kanata: Shinonome
28495,Sidonia no Kishi Movie
33094,WWW.Working!!
34549,Ryuu no Haisha
35566,Koe no Katachi Specials
36796,Owarimonogatari 2nd Season Recaps
37716,Beelzebub-jou no Okinimesu mama.
37997,Devils Line: Anytime Anywhere
38395,Otona no Bouguya-san
38824,Baby I Love You Daze
44059,Puparia
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen
100,Shin Shirayuki-hime Densetsu Prétear
229,Ninin ga Shinobuden
233,Daa! Daa! Daa!
241,Girls Bravo: First Season
276,Mahoromatic: Automatic Maiden
351,Ojamajo Doremi Sharp
352,Motto! Ojamajo Doremi
366,AIKa
370,Burn Up Excess
404,Bastard!!: Ankoku no Hakaishin
495,Bakuretsu Hunters
579,Battle Programmer Shirase
601,Nekojiru-sou
621,Night Walker: Mayonaka no Tantei
710,Rec
767,Burn Up!
819,Boku wa Imouto ni Koi wo Suru
907,Princess Princess
953,Jyu Oh Sei
999,Blue Seed 2
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi
1051,Ao no 6-gou
1180,Hyper Police
1222,Bokura ga Ita
1301,Ginga Tetsudou 999 (Movie)
1397,Macross 7
1533,Ai Tenshi Densetsu Wedding Peach
1787,Viper GTS
1925,Urusei Yatsura Movie 6: Itsudatte My Darling
2332,Plastic Little
2419,Spirit of Wonder: China-san no Yuuutsu
2693,Detatoko Princess
2923,Shugo Chara!
3166,Ayakashi
5251,Angel Densetsu
6324,Omamori Himari
6591,Rurouni Kenshin DVD-BOX Special Ending
6895,Hakuouki
6956,Working!!
7705,Starry☆Sky
8190,Nodame Cantabile: Finale OVA
8768,Hiyokoi
13833,Nagareboshi Lens
15085,Amnesia
20909,Kyoukai no Kanata: Mini Gekijou
24211,Orenchi no Furo Jijou
29129,Ookami Shoujo to Kuro Ouji Recap
32086,Blame! Movie
41195,Kokoro Yohou
124,Fushigi Yuugi: Eikouden
619,Ninja Ryuukenden
722,Baby☆Love
769,Burn Up! W
1056,Good Morning Call
1496,Fushigi no Kuni no Miyuki-chan
1639,Boku no Pico
2092,Kiss wa Hitomi ni Shite
3046,Shiroki Tenshi-tachi no Rondo
3454,Kowaremono
3597,Fantasia
5597,Natsu no Arashi!
7711,Karigurashi no Arrietty
9741,Nana to Kaoru
15177,Macross FB7: Ore no Uta wo Kike!
25879,Working!!!
28013,Macross Δ
39963,Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi
51089,Melt (2022)
746,Papa to Kiss in the Dark
1027,Psychic Force
1405,Tokio Kidou Police
2896,Houkago: Nureta Seifuku
6443,AIKa Zero
33010,FLCL Progressive
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...
36840,25-sai no Joshikousei
37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet
2093,Pops
5904,B.B. Fish
36198,"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji."
400,Seihou Bukyou Outlaw Star
5034,Shikabane Hime: Kuro
18,Initial D Fourth Stage
22,Tennis no Ouji-sama
68,Black Cat (TV)
185,Initial D First Stage
186,Initial D Second Stage
187,Initial D Third Stage
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai
667,Kashimashi: Girl Meets Girl
1571,Ghost Hunt
4039,Golgo 13 (TV)
4581,Shikabane Hime: Aka
5040,One Outs
5079,Kurokami The Animation
7724,Shiki
9981,Phi Brain: Kami no Puzzle
10711,Plastic Neesan
11371,Shin Tennis no Ouji-sama
13391,Rakuen Tsuihou
13599,Robotics;Notes
14407,Persona 3 the Movie 1: Spring of Birth
15059,Initial D Fifth Stage
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke
17549,Non Non Biyori
18893,Aoki Hagane no Arpeggio: Ars Nova
20853,Hitsugi no Chaika
21353,Tokyo ESP
21473,Persona 3 the Movie 2: Midsummer Knight's Dream
22135,Ping Pong the Animation
23311,Garo: Honoo no Kokuin
24781,Imawa no Kuni no Alice (OVA)
25517,Magic Kaito 1412
33558,Tales of Zestiria the Cross: Saiyaku no Jidai
33731,Gabriel DropOut
34176,Zero kara Hajimeru Mahou no Sho
1654,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita
3901,Baccano! Specials
5030,Maria†Holic
6205,Kämpfer
8536,Fortune Arterial: Akai Yakusoku
8915,Dantalian no Shoka
9330,Dragon Crisis!
10012,Carnival Phantasm
10163,C: The Money of Soul and Possibility Control
10396,Ben-To
10456,Kyoukaisenjou no Horizon
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou
18229,Gatchaman Crowds
20031,D-Frag!
20973,Sekai Seifuku: Bouryaku no Zvezda
21167,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi
21639,Yu☆Gi☆Oh! Arc-V
22507,Initial D Final Stage
23251,Gugure! Kokkuri-san
24705,"Ore, Twintail ni Narimasu."
24919,Aoki Hagane no Arpeggio: Ars Nova DC
24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza
26441,Junketsu no Maria
27441,Show By Rock!!
30205,Aoharu x Kikanjuu
30925,Gatchaman Crowds Insight: Inbound
31645,Persona 5 the Animation: The Day Breakers
32094,Reikenzan: Hoshikuzu-tachi no Utage
32668,Noblesse: Awakening
33019,Reikenzan: Eichi e no Shikaku
37722,Uchi no Maid ga Uzasugiru!
56842,Kagejitsu! Second
9367,Freezing
9736,Astarotte no Omocha!
17821,Stella Jogakuin Koutou-ka C³-bu
18001,Freezing Vibration
20533,Z/X: Ignition
23309,Rail Wars!
29589,Denpa Kyoushi (TV)
35714,Yami Shibai 5
35889,Hakata Tonkotsu Ramens
37936,Wu Shan Wu Xing
40082,Lupin III: The First
4063,Sekirei
5277,Sekirei: Pure Engagement
5958,Sora no Otoshimono
7079,Ookamikakushi
8407,Sora no Otoshimono: Forte
14479,Mahoutsukai Nara Miso wo Kue!
21511,Kantai Collection: KanColle
27387,Under the Dog
28817,Mikagura Gakuen Kumikyoku (TV)
932,Ichigeki Sacchuu!! Hoihoi-san
16331,Next A-Class
17395,Ark IX
31318,Comet Lucifer
854,Soul Link
9205,Kaichuu!
25429,Isuca
27783,Sword Gai The Animation
6425,Weiß Survive
31904,Big Order (TV)
23623,Non Non Biyori Repeat
54259,Rokudou no Onna-tachi
135,Hikaru no Go
10800,Chihayafuru
15,Eyeshield 21
57,Beck
793,xxxHOLiC Movie: Manatsu no Yoru no Yume
861,xxxHOLiC
1642,Sugar Sugar Rune
2963,Minami-ke
3091,xxxHOLiC Kei
3931,Initial D Battle Stage 2
4918,xxxHOLiC Shunmuki
5060,Hetalia Axis Powers
5162,Minami-ke Okaeri
6864,xxxHOLiC Rou
7337,"Hetalia Axis Powers Movie: Paint it, White"
8142,Colorful (Movie)
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2
10029,Coquelicot-zaka kara
10389,Momo e no Tegami
12355,Ookami Kodomo no Ame to Yuki
14397,Chihayafuru 2
14511,Minami-ke Tadaima
15195,Hetalia: The Beautiful World
15227,Kono Sekai no Katasumi ni
17909,Uchouten Kazoku
21557,Omoide no Marnie
25835,Shirobako
29755,Haikyuu!! Movie 1: Owari to Hajimari
30364,Haikyuu!! Movie 2: Shousha to Haisha
31174,Osomatsu-san
31989,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso
33337,ACCA: 13-ku Kansatsu-ka
33654,Hitorijime My Hero
34076,Uchouten Kazoku 2
35082,Hibike! Euphonium Movie 2: Todoketai Melody
35110,Haikyuu!! Movie 3: Sainou to Sense
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness
36653,Tsurune: Kazemai Koukou Kyuudoubu
37379,Chihayafuru 3
37407,Penguin Highway
37965,Kaze ga Tsuyoku Fuiteiru
37972,Hoshiai no Sora
39531,Kuutei Dragons
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
42847,Ai no Utagoe wo Kikasete
43591,Hetalia World★Stars
48702,Dance Dance Danseur
49200,Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin
49909,Kotarou wa Hitorigurashi
51995,Hibike! Euphonium: Ensemble Contest-hen
52826,Tsurune: Tsunagari no Issha
53621,Jijou wo Shiranai Tenkousei ga Guigui Kuru.
55153,Yuzuki-san Chi no Yonkyoudai.
934,Higurashi no Naku Koro ni
1889,Higurashi no Naku Koro ni Kai
3652,Higurashi no Naku Koro ni Rei
10736,Precure kara Minna e no Ouen Movie
21407,Happiness Charge Precure!
25519,Yuuki Yuuna wa Yuusha de Aru
31884,Mahoutsukai Precure!
33183,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!
33669,Cure Miracle to Mofurun no Mahou Lesson
34290,Kirakira☆Precure A La Mode
35206,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!
35286,Henkei Shoujo
36593,Hug tto! Precure
36995,Precure Super Stars! Movie
37051,Petit☆Dream Stars! Let's La Cooking? Showtime!
37976,Zombieland Saga
38578,Star☆Twinkle Precure
38672,Precure Miracle Universe Movie
38850,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete
40174,Zombieland Saga Revenge
40587,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi
40610,Healin' Good♡Precure
41762,Tenchi Souzou Design-bu
42161,Zuruggu to Mimikkyu
42514,Anime Kapibara-san
44055,Sasaki to Miyano
44191,Tropical-Rouge! Precure
46587,Tenchi Souzou Design-bu: Idea 13
48735,Chibi Revenger
48981,Mahou Shoujo Magical Destroyers
49285,Waccha PriMagi!
49429,Nageki no Ice Candy
49519,Hakozume: Kouban Joshi no Gyakushuu
49938,Ame wo Tsugeru Hyouryuu Danchi
50281,Delicious Party♡Precure
50325,Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai
50586,Migi to Dali
50672,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.
50789,Jantama Pong☆
50963,Delicious Party♡Precure Movie: Yume Miru Oko-sama Lunch!
51013,A Ripple in Time
51015,Piplup Step
51018,Pochama Sweets
51145,Pokemon Legends Arceus: Yuki Hodo Kishi Futaai
51692,Yoru wa Neko to Issho
51868,Dokidoki Ghost Mansion
51871,Hisui Kobanashi
52497,Pokemon Center Okinawa PV
52505,Dark Gathering
52942,Pokemon Scarlet Violet
53074,Shark'd
53327,Nanjyamo no Aibou wa Nanimono nanja!? (Donna Monja TV)
53716,Hirogaru Sky! Precure
53876,Pokemon (2023)
54198,Yoru wa Neko to Issho Season 2
54716,Kibou no Chikara: Otona Precure '23
55463,Odekake Kozame
55973,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii
56064,Kimi ni Aeta!
56218,Houkago no Breath
56243,Jujutsu Kaisen 2nd Season Recaps
56702,Gamera VS Kozamera
56731,Synduality: Noir Part 2
56805,Yuusha
57390,Wonderful Precure!
57871,Odekake Kozame x Chiba-ken Kuro Ajillo
58244,Pokedance
12291,Acchi Kocchi (TV)
16273,Acchi Kocchi (TV): Place=Princess
33003,Mahou Shoujo Ikusei Keikaku
36990,Non Non Biyori Movie: Vacation
38759,Sewayaki Kitsune no Senko-san
39808,Non Non Biyori Nonstop
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii
42822,Kai Byoui Ramune
43691,Kageki Shoujo!!
44235,Pui Pui Molcar
44387,Sankaku Mado no Sotogawa wa Yoru
47391,Seven Knights Revolution: Eiyuu no Keishousha
48567,Visual Prison
48590,Mini Dragon
48857,Healer Girl
49533,Uchi no Shishou wa Shippo ga Nai
49691,Gunjou no Fanfare
49780,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu
50284,Technoroid: Overmind
50470,Kami Kuzu☆Idol
50768,Vanitas no Karte: En Route Pour le Gévaudan
51407,Brand new Pastel Road!
51710,Marine Shukkou!!
51916,Dekiru Neko wa Kyou mo Yuuutsu
52193,Akiba Meido Sensou
53411,Buddy Daddies
53488,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd"
53730,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga."
56425,Houkago Shounen Hanako-kun
56691,Gekkan Mousou Kagaku
33187,Katsudou Shashin
35249,Uma Musume: Pretty Derby (TV)
38062,Endro~!
39417,Granbelm
41521,WIXOSS Diva(A)Live
42516,Cardfight!! Vanguard: overDress
42941,Uma Musume: Pretty Derby (TV) Season 2
47250,Jouran: The Princess of Snow and Blood
48252,"Ore, Tsushima"
48862,Cardfight!! Vanguard: overDress Season 2
49556,Love All Play
49977,Candy.zip
50209,Sorairo Utility
50474,Saihate no Paladin: Michiyuki
50475,86 Part 2 Recaps
50770,Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre
51525,Jantama Pong☆ Episode 0
51680,Cool Doji Danshi
51761,Uma Musume: Pretty Derby - Road to the Top
53163,Kawaisugi Crisis
53731,"Big Mac to, Susume"
54422,Maru-neun Gangjwi (Music)
54775,Ayakashi Triangle Recap
54837,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen
54973,Dianqi Shaonu
56142,Bishoujo Muzai ❤ Pirates
56352,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru"
57950,Enjou Bokumetsu! Mahou Shoujo Aiko
57980,Ayataka Spy x Family Movie Campaign Ayataka de Hotto Hitoiki
58226,Bucchigiri?! Yomigaeru! Konya wa Bucchii Back to the Chuuka!
38924,Nekopara
43771,Vazzrock The Animation
44274,Puraore! Pride of Orange
45587,Itazuraguma no Gloomy
49376,Mou Ippon!
49819,Cardfight!! Vanguard: will+Dress
50673,Pokemon (2019): Kami to Yobareshi Arceus
50955,Onipan!
53077,Nijiyon Animation
53426,Hyakushou Kizoku
37993,Watashi ni Tenshi ga Maiorita!
42250,Bungou Stray Dogs Wan!
49483,Mini Dragon Specials
35839,Sora yori mo Tooi Basho
38475,Yuru Camp△ Movie
40359,Ikebukuro West Gate Park
40550,Assault Lily: Bouquet
40752,Bishounen Tanteidan
42923,SK∞
48553,Akebi-chan no Sailor-fuku
52081,Edomae Elf
43229,Godzilla: S.P
36906,Jashin-chan Dropkick
49154,High Card
50204,Tokyo 24-ku
10249,Toaru Majutsu no Index-tan II
20035,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari
34277,"New Game!: Watashi, Shain Ryokou tte Hajimete nano de..."
650,Gunsmith Cats
666,JoJo no Kimyou na Bouken
20709,Sabage-bu!
15119,Senran Kagura
12467,Nazo no Kanojo X
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri
17345,Senran Kagura Specials
16732,Kiniro Mosaic
36023,Persona 5 the Animation
13271,Hunter x Hunter Movie 1: Phantom Rouge
19951,Hunter x Hunter Movie 2: The Last Mission
33520,Koutetsujou no Kabaneri Movie 2: Moeru Inochi
34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen
55701,Kimetsu no Yaiba: Hashira Geiko-hen
4970,Afro Samurai: Resurrection
36704,Free!: Dive to the Future
1722,Nagasarete Airantou
2476,School Days
22429,Itadaki! Seieki♥
21185,Baby Steps
32843,Senki Zesshou Symphogear XV
37202,Radiant
37497,Irozuku Sekai no Ashita kara
38619,Joshikousei no Mudazukai
39198,Kanata no Astra
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen
40716,Kakushigoto (TV)
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season
51653,Ultraman Final
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!
2392,Doraemon Movie 26: Nobita no Kyouryuu 2006
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa
23383,D-Frag!*
36871,Ultraman
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!"
37451,Boogiepop wa Warawanai (2019)
38390,Chuubyou Gekihatsu Boy
39935,Ultraman Season 2
41006,Higurashi no Naku Koro ni Gou
42192,Edens Zero
48406,Re-Main
50803,Jaku-Chara Tomozaki-kun 2nd Stage
53889,Ao no Exorcist: Shimane Illuminati-hen
54760,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega
18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!
19109,Fate/kaleid liner Prisma☆Illya Specials
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO
37154,Grimms Notes The Animation
38328,Azur Lane
38529,Rifle Is Beautiful
39456,Sounan Desu ka?
54803,Captain Tsubasa Season 2: Junior Youth-hen
55454,Shuumatsu no Walküre II Part 2
37964,Mayonaka no Occult Koumuin
38544,Egao no Daika
38940,Cop Craft
39799,Val x Love
52962,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story"
37952,Shoumetsu Toshi
39063,Fairy Gone
37268,Z/X: Code Reunion
38814,Nobunaga-sensei no Osanazuma
18295,Kakumeiki Valvrave 2nd Season
10521,Working'!!
16668,Kakumeiki Valvrave
22273,Selector Infected WIXOSS
24231,Hitsugi no Chaika: Avenging Battle
31715,Working!!!: Lord of the Takanashi
8516,Baka to Test to Shoukanjuu Ni!
26023,Haiyore! Nyaruko-san F
33354,Cardcaptor Sakura: Clear Card-hen
169,Shingetsutan Tsukihime
1818,Claymore
51215,Seijo no Maryoku wa Bannou desu Season 2
48842,Mahoutsukai Reimeiki
3002,Gyakkyou Burai Kaiji: Ultimate Survivor
9760,Hoshi wo Ou Kodomo
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna
16239,One Piece: Episode of Luffy - Hand Island no Bouken
18119,Servant x Service
24031,Denki-gai no Honya-san
28297,Ore Monogatari!!
26,Texhnolyze
1303,The Animatrix
1827,Seirei no Moribito
2246,Mononoke
3167,Eve no Jikan
5252,One Piece: Romance Dawn Story
5507,Senjou no Valkyria
5630,Higashi no Eden
6772,Break Blade 1: Kakusei no Toki
7627,Mitsudomoe
8514,Break Blade 2: Ketsubetsu no Michi
9252,Break Blade 3: Kyoujin no Ato
9465,Break Blade 4: Sanka no Chi
9724,Break Blade 5: Shisen no Hate
10092,Break Blade 6: Doukoku no Toride
10216,"Yondemasu yo, Azazel-san. (TV)"
12815,Shirokuma Cafe
13331,Jormungand: Perfect Order
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
24471,Hoozuki no Reitetsu OVA
32681,Uchuu Patrol Luluco
1559,Shijou Saikyou no Deshi Kenichi
3848,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura"
5177,Denpa-teki na Kanojo
5909,Seitokai no Ichizon
6574,Hanamaru Youchien
8876,Koe de Oshigoto! The Animation
10271,Gyakkyou Burai Kaiji: Hakairoku-hen
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!
15109,Cuticle Tantei Inaba
42590,Mashiro no Oto
10464,Seitokai no Ichizon Lv.2
14811,GJ-bu
16524,Suisei no Gargantia
20047,Sakura Trick
31163,Dimension W
31376,Flying Witch
15379,Kotoura-san
17831,Inu to Hasami wa Tsukaiyou
21635,GJ-bu@
3503,Kanokon
237,Koukyoushihen Eureka Seven
1530,Kanon (2006)
32828,Amaama to Inazuma
32648,Handa-kun
31324,Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!
35905,Ryuuou no Oshigoto!
48405,Totsukuni no Shoujo (2022)
24405,World Trigger
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru"
40515,Nihon Chinbotsu 2020
40907,World Trigger 2nd Season
44940,World Trigger 3rd Season
47794,MILGЯAM
3092,Junjou Romantica
10490,Blood-C
35111,Haikyuu!! Movie 4: Concept no Tatakai
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.
4814,Junjou Romantica 2
10479,Beelzebub Specials
22687,Terra Formars
31430,Terra Formars: Revenge
31680,Super Lovers
34513,Days: Touin Gakuen-sen!
36027,Ousama Game The Animation
39583,number24
39652,One Punch Man 2nd Season Commemorative Special
39761,Saezuru Tori wa Habatakanai: The Clouds Gather
44070,Tian Guan Ci Fu Special
47792,Maou Evelogia ni Mi wo Sasage yo
9120,Beelzebub: Hirotta Akachan wa Daimaou!?
9926,Sekaiichi Hatsukoi
11123,Sekaiichi Hatsukoi 2
25649,Junjou Romantica 3
30016,Nanbaka
35086,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai"
35198,Free!: Take Your Marks
35806,"Haikyuu!!: vs. ""Akaten"""
40730,Tian Guan Ci Fu
46701,Yubisaki kara Honki no Netsujou 2: Koibito wa Shouboushi
48780,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen
17513,Diabolik Lovers
35994,Satsuriku no Tenshi
41466,Kyojinzoku no Hanayome
48641,Obey Me!
51794,Nanatsu no Taizai: Mokushiroku no Yonkishi
42825,Project Scard: Praeter no Kizu
51381,RWBY: Hyousetsu Teikoku
53879,Kamonohashi Ron no Kindan Suiri
23333,DRAMAtical Murder
38915,Kyochuu Rettou
40332,Kyochuu Rettou Movie
41511,Ma La Nu Pei
7193,Aoi Bungaku Series
40254,XL Joushi.
40372,Haikyuu!! (OVA)
49895,Go! Saitama
6211,Tokyo Magnitude 8.0
9969,Gintama'
15417,Gintama': Enchousen
28977,Gintama°
30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi
31537,Manaria Friends
32271,Dies Irae
33012,Island
34096,Gintama.
34712,Kujira no Kora wa Sajou ni Utau
35078,Mitsuboshi Colors
35222,Gakuen Babysitters
35241,Konohana Kitan
35540,Slow Start
35589,Toji no Miko
35843,Gintama.: Porori-hen
36000,Sora to Umi no Aida
36037,Senran Kagura Shinovi Master: Tokyo Youma-hen
36838,Gintama.: Shirogane no Tamashii-hen
36847,Nanatsu no Bitoku
37206,Anima Yell!
37221,Release the Spyce
37232,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo
37458,Kyoto Teramachi Sanjou no Holmes
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
37555,Hangyakusei Million Arthur
37561,Akanesasu Shoujo
37569,Sirius
37579,Tonari no Kyuuketsuki-san
37587,Lapis Re:LiGHTs
37599,Magatsu Wahrheit: Zuerst
37601,Lord of Vermilion: Guren no Ou
37657,Gakuen Basara
37823,Conception
37920,Ueno-san wa Bukiyou
37940,Yatogame-chan Kansatsu Nikki
37998,Girly Air Force
38157,Circlet Princess
38161,Kabukichou Sherlock
38254,Hashiri Tsuzukete Yokattatte.
38268,Hangyakusei Million Arthur 2nd Season
38295,Joshikausei
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.
38337,Gochuumon wa Usagi Desu ka? Bloom
39049,Jashin-chan Dropkick'
39071,Machikado Mazoku
39221,Bem
39355,Radiant 2nd Season
39486,Gintama: The Final
39506,Phantasy Star Online 2: Episode Oracle
39609,Ochikobore Fruit Tart
39730,Houkago Teibou Nisshi
39811,Fairy Gone 2nd Season
39942,Uchi Tama?! Uchi no Tama Shirimasen ka?
39960,Yatogame-chan Kansatsu Nikki Nisatsume
39966,Tamayomi
40128,Arte
40129,Rebirth
40392,Runway de Waratte
40532,Appare-Ranman!
40623,Dokyuu Hentai HxEros
40783,"Shachou, Battle no Jikan Desu!"
40930,Azur Lane: Bisoku Zenshin!
40958,Rail Romanesque
40995,Hentatsu (TV)
41783,Iwa Kakeru!: Sport Climbing Girls
41812,Megami-ryou no Ryoubo-kun.
42587,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou
42627,Peach Boy Riverside
42668,Taisou Zamurai
42745,Machikado Mazoku: 2-choume
42826,Seijo no Maryoku wa Bannou desu
42959,Yatogame-chan Kansatsu Nikki Sansatsume
44204,Kyokou Suiri Season 2
45486,Kuma Kuma Kuma Bear Punch!
48624,Re:cycle of the Penguindrum
48779,Deaimon
49766,Under Ninja
49793,Azur Lane: Queen's Orders
49871,Hensuki▽
50438,Yatogame-chan Kansatsu Nikki Yonsatsume
51265,Inu ni Nattara Suki na Hito ni Hirowareta.
52816,Majo to Yajuu
52985,Dekoboko Majo no Oyako Jijou
53590,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.
53672,Violet Evergarden: Recollections
54225,Inu ni Nattara Suki na Hito ni Hirowareta. Specials
54632,Gekai Elise
54869,High Card Season 2
55339,Mashle: Mash Burnedead to Fushigi na Tegami
56106,Bear Bear Bear Kuma Punch!! Daiundoukai-hen
56172,"Temple x Kanojo, Okarishimasu"
56242,Sengoku Youko: Yonaoshi Kyoudai-hen
56671,Burn the Witch #0.8
57315,"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita"
160,"Ima, Soko ni Iru Boku"
851,Kyou kara Ore wa!!
49413,Shiguang Dailiren II
242,Gokusen
770,Pale Cocoon
3006,Atashin'chi
10568,Kamisama no Memochou
32827,B: The Beginning
38088,Digimon Adventure: Last Evolution Kizuna
40230,Housekishou Richard-shi no Nazo Kantei
41265,Mars Red
489,Kamichu!
874,Digimon Tamers
1554,Asatte no Houkou.
3449,Kamichu! Specials
3958,Kannagi
10798,Un-Go
11531,Un-Go: Inga-ron
29854,Ushio to Tora (TV)
31098,Ushio to Tora (TV) 2nd Season
31147,Concrete Revolutio: Choujin Gensou
32313,Concrete Revolutio: Choujin Gensou - The Last Song
32962,Occultic;Nine
37436,Revisions
37525,Babylon
37914,Chikyuugai Shounen Shoujo
38663,Mushikago no Cagaster
39539,No Guns Life
40529,No Guns Life 2nd Season
42723,Deca-Dence: Install
43760,Hikari no Ou
48453,Super Crooks
48612,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari
859,Digimon Savers
2156,Bakugan Battle Brawlers
3318,Kimi ga Nozomu Eien: Next Season
5978,Kannagi: Moshimo Kannagi ga Attara...
6712,Natsu no Arashi! Akinaichuu
13535,Binbougami ga!
37522,Pet
37994,B: The Beginning Succession
39489,Spriggan (ONA)
40602,7 Seeds 2nd Season
1313,Digimon Adventure 02
1454,Kemonozume
35255,Soutai Sekai
36466,Digimon Adventure tri. 6: Bokura no Mirai
36923,Nanatsu no Taizai: Imashime no Fukkatsu Joshou
38735,7 Seeds
39518,Vampire in the Garden
41660,Yesterday wo Utatte: Haishin-ban Episode
5337,Bakugan Battle Brawlers: New Vestroia
7334,Bakugan Battle Brawlers: Gundalian Invaders
10330,Bakugan Battle Brawlers: Mechtanium Surge
11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi
42260,Ninja Collection
